# cosmological_parameters--omega_m cosmological_parameters--s_8 cosmological_parameters--omega_b
3.593554687500000178e-01 5.620117187500000000e-01 5.425781250000000222e-02
1.693554687499999878e-01 8.120117187500000000e-01 3.425781249999999833e-02
1.931054687500000089e-01 7.182617187500000000e-01 5.675781250000000444e-02
3.831054687500000111e-01 9.682617187500000000e-01 3.675781250000000056e-02
4.781054687499999845e-01 5.932617187500000000e-01 4.675781250000000250e-02
2.881054687499999822e-01 8.432617187500000000e-01 6.675781250000001332e-02
2.406054687499999956e-01 5.307617187500000000e-01 3.175781249999999611e-02
4.306054687499999978e-01 7.807617187500000000e-01 5.175781250000000000e-02
3.356054687499999689e-01 6.557617187500000000e-01 6.175781250000000194e-02
1.456054687499999944e-01 9.057617187500000000e-01 4.175781250000000500e-02
1.574804687499999911e-01 6.401367187500000000e-01 3.550781249999999944e-02
3.474804687499999933e-01 8.901367187500000000e-01 5.550781250000000333e-02
4.424804687500000222e-01 5.151367187500000000e-01 6.550781250000001221e-02
2.524804687499999645e-01 7.651367187500000000e-01 4.550781250000000139e-02
2.999804687500000067e-01 5.776367187500000000e-01 5.050781249999999889e-02
4.899804687500000089e-01 8.276367187500000000e-01 3.050781249999999847e-02
3.949804687499999800e-01 7.026367187500000000e-01 4.050781250000000389e-02
2.049804687499999778e-01 9.526367187500000000e-01 6.050781250000000777e-02
1.812304687499999845e-01 5.463867187500000000e-01 4.800781250000000361e-02
3.712304687499999867e-01 7.963867187500000000e-01 6.800781250000001443e-02
4.662304687500000155e-01 6.713867187500000000e-01 5.800781250000000555e-02
2.762304687500000133e-01 9.213867187500000000e-01 3.800781250000000167e-02
2.287304687499999989e-01 7.338867187500000000e-01 6.300781250000000999e-02
4.187304687499999734e-01 9.838867187500000000e-01 4.300781249999999917e-02
3.237304687500000000e-01 6.088867187500000000e-01 3.300781249999999722e-02
1.337304687499999978e-01 8.588867187500000000e-01 5.300781250000000111e-02
1.396679687499999822e-01 7.416992187500000000e-01 4.613281250000000194e-02
3.296679687499999845e-01 9.916992187500000000e-01 6.613281249999999889e-02
4.246679687500000133e-01 6.166992187500000000e-01 5.613281250000000389e-02
2.346679687500000111e-01 8.666992187500000000e-01 3.613281250000000000e-02
2.821679687499999978e-01 5.541992187500000000e-01 6.113281250000000833e-02
4.721679687500000000e-01 8.041992187500000000e-01 4.113281250000000444e-02
3.771679687499999711e-01 6.791992187500000000e-01 3.113281249999999903e-02
1.871679687499999967e-01 9.291992187500000000e-01 5.113281249999999944e-02
2.109179687499999900e-01 5.854492187500000000e-01 3.863281250000000222e-02
4.009179687500000200e-01 8.354492187500000000e-01 5.863281250000000611e-02
4.959179687499999933e-01 7.104492187500000000e-01 6.863281250000000111e-02
3.059179687499999911e-01 9.604492187500000000e-01 4.863281250000000416e-02
2.584179687500000044e-01 6.479492187500000000e-01 5.363281250000000167e-02
4.484179687500000067e-01 8.979492187500000000e-01 3.363281249999999778e-02
3.534179687499999778e-01 5.229492187500000000e-01 4.363281249999999972e-02
1.634179687500000033e-01 7.729492187500000000e-01 6.363281249999999667e-02
1.515429687500000067e-01 5.073242187500000000e-01 5.988281250000000722e-02
3.415429687500000089e-01 7.573242187500000000e-01 3.988281250000000333e-02
4.365429687499999822e-01 6.323242187500000000e-01 4.988281249999999833e-02
2.465429687500000078e-01 8.823242187500000000e-01 6.988281250000000222e-02
2.940429687500000222e-01 6.948242187500000000e-01 3.488281249999999889e-02
4.840429687500000244e-01 9.448242187500000000e-01 5.488281250000000278e-02
3.890429687499999956e-01 5.698242187500000000e-01 6.488281249999999778e-02
1.990429687499999933e-01 8.198242187500000000e-01 4.488281250000000083e-02
1.752929687500000000e-01 6.635742187500000000e-01 6.738281250000000000e-02
3.652929687500000022e-01 9.135742187500000000e-01 4.738281250000000305e-02
4.602929687499999756e-01 5.385742187500000000e-01 3.738281250000000111e-02
2.702929687499999734e-01 7.885742187500000000e-01 5.738281250000000500e-02
2.227929687499999867e-01 6.010742187500000000e-01 4.238281250000000555e-02
4.127929687499999889e-01 8.510742187500000000e-01 6.238281250000000250e-02
3.177929687499999600e-01 7.260742187500000000e-01 5.238281250000000056e-02
1.277929687499999856e-01 9.760742187500000000e-01 3.238281249999999667e-02
1.307617187500000056e-01 6.752929687500000000e-01 5.144531250000000666e-02
3.207617187500000355e-01 9.252929687500000000e-01 3.144531249999999584e-02
4.157617187500000089e-01 5.502929687500000000e-01 4.144531249999999778e-02
2.257617187500000067e-01 8.002929687500000000e-01 6.144531250000000167e-02
2.732617187499999933e-01 6.127929687500000000e-01 3.644531250000000028e-02
4.632617187499999956e-01 8.627929687500000000e-01 5.644531250000000416e-02
3.682617187500000222e-01 7.377929687500000000e-01 6.644531250000000611e-02
1.782617187499999922e-01 9.877929687500000000e-01 4.644531250000000222e-02
2.020117187500000133e-01 5.190429687500000000e-01 6.394531250000000389e-02
3.920117187500000155e-01 7.690429687500000000e-01 4.394531250000000000e-02
4.870117187499999889e-01 6.440429687500000000e-01 3.394531249999999806e-02
2.970117187499999867e-01 8.940429687500000000e-01 5.394531250000000194e-02
2.495117187500000000e-01 7.065429687500000000e-01 4.894531250000000444e-02
4.395117187500000022e-01 9.565429687500000000e-01 6.894531250000000833e-02
3.445117187499999734e-01 5.815429687500000000e-01 5.894531249999999944e-02
1.545117187499999989e-01 8.315429687500000000e-01 3.894531250000000250e-02
1.663867187499999956e-01 5.659179687500000000e-01 4.269531249999999889e-02
3.563867187499999978e-01 8.159179687500000000e-01 6.269531250000000278e-02
4.513867187500000266e-01 6.909179687500000000e-01 5.269531250000000777e-02
2.613867187499999689e-01 9.409179687500000000e-01 3.269531249999999695e-02
3.088867187500000111e-01 6.284179687500000000e-01 6.769531250000000722e-02
4.988867187500000133e-01 8.784179687500000000e-01 4.769531250000000333e-02
4.038867187499999845e-01 5.034179687500000000e-01 3.769531250000000139e-02
2.138867187499999822e-01 7.534179687500000000e-01 5.769531250000000527e-02
1.901367187499999889e-01 7.221679687500000000e-01 3.019531249999999820e-02
3.801367187499999911e-01 9.721679687500000000e-01 5.019531250000000555e-02
4.751367187500000200e-01 5.971679687500000000e-01 6.019531250000000056e-02
2.851367187500000178e-01 8.471679687500000000e-01 4.019531249999999667e-02
2.376367187500000033e-01 5.346679687500000000e-01 5.519531250000000305e-02
4.276367187499999778e-01 7.846679687500000000e-01 3.519531249999999917e-02
3.326367187500000044e-01 6.596679687500000000e-01 4.519531250000000111e-02
1.426367187500000022e-01 9.096679687500000000e-01 6.519531250000000500e-02
1.366992187499999900e-01 5.581054687500000000e-01 3.332031249999999750e-02
3.266992187499999645e-01 8.081054687500000000e-01 5.332031250000000833e-02
4.216992187499999933e-01 6.831054687500000000e-01 6.332031250000000333e-02
2.316992187499999911e-01 9.331054687500000000e-01 4.332031249999999944e-02
2.791992187499999778e-01 7.456054687500000000e-01 5.832031250000000583e-02
4.691992187499999800e-01 9.956054687500000000e-01 3.832031250000000194e-02
3.741992187500000067e-01 6.206054687500000000e-01 4.832031250000000389e-02
1.841992187500000044e-01 8.706054687500000000e-01 6.832031250000000777e-02
2.079492187499999978e-01 6.518554687500000000e-01 4.082031249999999722e-02
3.979492187500000000e-01 9.018554687500000000e-01 6.082031250000000111e-02
4.929492187499999734e-01 5.268554687500000000e-01 5.082031250000000611e-02
3.029492187500000266e-01 7.768554687500000000e-01 3.082031249999999875e-02
2.554492187499999845e-01 5.893554687500000000e-01 6.582031250000000555e-02
4.454492187499999867e-01 8.393554687500000000e-01 4.582031250000000167e-02
3.504492187500000133e-01 7.143554687500000000e-01 3.582031249999999972e-02
1.604492187500000111e-01 9.643554687500000000e-01 5.582031250000000361e-02
1.485742187499999867e-01 6.987304687500000000e-01 6.207031250000000222e-02
3.385742187499999889e-01 9.487304687500000000e-01 4.207031249999999833e-02
4.335742187500000178e-01 5.737304687500000000e-01 3.207031249999999639e-02
2.435742187500000155e-01 8.237304687500000000e-01 5.207031250000000722e-02
2.910742187500000022e-01 5.112304687500000000e-01 4.707031250000000278e-02
4.810742187500000044e-01 7.612304687500000000e-01 6.707031250000000666e-02
3.860742187499999756e-01 6.362304687500000000e-01 5.707031250000000472e-02
1.960742187500000011e-01 8.862304687500000000e-01 3.707031250000000083e-02
1.723242187499999800e-01 6.049804687500000000e-01 5.457031250000000250e-02
3.623242187499999822e-01 8.549804687500000000e-01 3.457031249999999861e-02
4.573242187500000111e-01 7.299804687500000000e-01 4.457031250000000056e-02
2.673242187500000089e-01 9.799804687500000000e-01 6.457031250000000444e-02
2.198242187499999944e-01 6.674804687500000000e-01 3.957031250000000305e-02
4.098242187500000244e-01 9.174804687500000000e-01 5.957031250000000000e-02
3.148242187499999956e-01 5.424804687500000000e-01 6.957031250000000888e-02
1.248242187499999933e-01 7.924804687500000000e-01 4.957031250000000500e-02
1.233398437499999972e-01 7.084960937500000000e-01 3.785156249999999806e-02
3.133398437500000133e-01 9.584960937500000000e-01 5.785156250000000888e-02
4.083398437499999867e-01 5.834960937500000000e-01 6.785156250000000389e-02
2.183398437499999845e-01 8.334960937500000000e-01 4.785156250000000000e-02
2.658398437500000266e-01 5.209960937500000000e-01 5.285156250000000444e-02
4.558398437499999734e-01 7.709960937500000000e-01 3.285156250000000056e-02
3.608398437500000000e-01 6.459960937500000000e-01 4.285156250000000250e-02
1.708398437499999978e-01 8.959960937500000000e-01 6.285156250000001332e-02
1.945898437499999911e-01 6.147460937500000000e-01 4.535156249999999778e-02
3.845898437499999933e-01 8.647460937500000000e-01 6.535156250000001554e-02
4.795898437500000222e-01 7.397460937500000000e-01 5.535156250000000666e-02
2.895898437499999645e-01 9.897460937500000000e-01 3.535156250000000278e-02
2.420898437499999778e-01 6.772460937500000000e-01 6.035156250000000416e-02
4.320898437499999800e-01 9.272460937500000000e-01 4.035156250000000028e-02
3.370898437500000067e-01 5.522460937500000000e-01 3.035156249999999833e-02
1.470898437500000044e-01 8.022460937500000000e-01 5.035156250000000222e-02
1.589648437500000011e-01 5.366210937500000000e-01 6.660156250000000278e-02
3.489648437500000311e-01 7.866210937500000000e-01 4.660156249999999889e-02
4.439648437500000044e-01 6.616210937500000000e-01 3.660156250000000389e-02
2.539648437500000022e-01 9.116210937500000000e-01 5.660156250000000777e-02
3.014648437499999889e-01 7.241210937500000000e-01 4.160156250000000139e-02
4.914648437499999911e-01 9.741210937500000000e-01 6.160156250000000527e-02
3.964648437500000178e-01 5.991210937500000000e-01 5.160156250000000333e-02
2.064648437500000155e-01 8.491210937500000000e-01 3.160156249999999944e-02
1.827148437499999944e-01 6.303710937500000000e-01 5.910156250000000305e-02
3.727148437500000244e-01 8.803710937500000000e-01 3.910156249999999917e-02
4.677148437499999978e-01 5.053710937500000000e-01 4.910156250000000111e-02
2.777148437499999956e-01 7.553710937500000000e-01 6.910156250000000500e-02
2.302148437500000089e-01 5.678710937500000000e-01 3.410156250000000167e-02
4.202148437500000111e-01 8.178710937500000000e-01 5.410156250000000555e-02
3.252148437499999822e-01 6.928710937500000000e-01 6.410156250000001443e-02
1.352148437500000078e-01 9.428710937500000000e-01 4.410156250000000361e-02
1.411523437499999922e-01 5.913085937500000000e-01 5.722656250000000833e-02
3.311523437500000222e-01 8.413085937500000000e-01 3.722656249999999750e-02
4.261523437499999956e-01 7.163085937500000000e-01 4.722656249999999944e-02
2.361523437499999933e-01 9.663085937500000000e-01 6.722656250000000333e-02
2.836523437500000355e-01 6.538085937500000000e-01 3.222656250000000000e-02
4.736523437499999822e-01 9.038085937500000000e-01 5.222656250000000389e-02
3.786523437500000089e-01 5.288085937500000000e-01 6.222656250000000583e-02
1.886523437500000067e-01 7.788085937500000000e-01 4.222656250000000194e-02
2.124023437500000000e-01 7.475585937500000000e-01 6.972656250000000555e-02
4.024023437500000022e-01 9.975585937500000000e-01 4.972656250000000167e-02
4.974023437499999756e-01 6.225585937500000000e-01 3.972656249999999972e-02
3.074023437499999734e-01 8.725585937500000000e-01 5.972656250000000361e-02
2.599023437499999867e-01 5.600585937500000000e-01 4.472656250000000416e-02
4.499023437499999889e-01 8.100585937500000000e-01 6.472656250000000111e-02
3.549023437499999600e-01 6.850585937500000000e-01 5.472656250000000611e-02
1.649023437500000133e-01 9.350585937500000000e-01 3.472656250000000222e-02
1.530273437499999889e-01 6.694335937500000000e-01 4.847656250000000056e-02
3.430273437499999911e-01 9.194335937500000000e-01 6.847656250000000444e-02
4.380273437500000200e-01 5.444335937500000000e-01 5.847656250000000944e-02
2.480273437499999900e-01 7.944335937500000000e-01 3.847656249999999861e-02
2.955273437500000044e-01 6.069335937500000000e-01 6.347656250000000000e-02
4.855273437500000067e-01 8.569335937500000000e-01 4.347656250000000305e-02
3.905273437499999778e-01 7.319335937500000000e-01 3.347656250000000111e-02
2.005273437500000033e-01 9.819335937500000000e-01 5.347656250000000500e-02
1.767773437499999822e-01 5.131835937500000000e-01 3.597656250000000333e-02
3.667773437500000400e-01 7.631835937500000000e-01 5.597656250000000722e-02
4.617773437500000133e-01 6.381835937500000000e-01 6.597656250000000222e-02
2.717773437500000111e-01 8.881835937500000000e-01 4.597656249999999833e-02
2.242773437499999967e-01 7.006835937500000000e-01 5.097656250000000278e-02
4.142773437500000266e-01 9.506835937500000000e-01 3.097656249999999889e-02
3.192773437499999978e-01 5.756835937500000000e-01 4.097656250000000083e-02
1.292773437499999956e-01 8.256835937500000000e-01 6.097656250000000472e-02
1.263085937500000033e-01 5.249023437500000000e-01 4.003906250000000000e-02
3.163085937499999778e-01 7.749023437500000000e-01 6.003906250000000389e-02
4.113085937500000067e-01 6.499023437500000000e-01 5.003906250000000194e-02
2.213085937500000044e-01 8.999023437500000000e-01 3.003906249999999806e-02
2.688085937499999911e-01 7.124023437500000000e-01 6.503906250000000833e-02
4.588085937499999933e-01 9.624023437500000000e-01 4.503906250000000444e-02
3.638085937499999645e-01 5.874023437500000000e-01 3.503906250000000250e-02
1.738085937499999900e-01 8.374023437500000000e-01 5.503906249999999944e-02
1.975585937500000111e-01 6.811523437500000000e-01 3.253906250000000028e-02
3.875585937500000133e-01 9.311523437500000000e-01 5.253906250000000416e-02
4.825585937499999867e-01 5.561523437500000000e-01 6.253906250000000611e-02
2.925585937499999845e-01 8.061523437500000000e-01 4.253906250000000222e-02
2.450585937499999978e-01 6.186523437500000000e-01 5.753906250000000167e-02
4.350585937500000000e-01 8.686523437500000000e-01 3.753906249999999778e-02
3.400585937500000266e-01 7.436523437500000000e-01 4.753906250000000666e-02
1.500585937499999967e-01 9.936523437500000000e-01 6.753906249999999667e-02
1.619335937499999933e-01 7.280273437500000000e-01 5.378906249999999833e-02
3.519335937499999956e-01 9.780273437500000000e-01 3.378906250000000139e-02
4.469335937500000244e-01 6.030273437500000000e-01 4.378906250000000333e-02
2.569335937500000222e-01 8.530273437500000000e-01 6.378906250000000722e-02
3.044335937500000089e-01 5.405273437500000000e-01 3.878906249999999889e-02
4.944335937500000111e-01 7.905273437500000000e-01 5.878906250000000278e-02
3.994335937499999822e-01 6.655273437500000000e-01 6.878906249999999778e-02
2.094335937499999800e-01 9.155273437500000000e-01 4.878906250000000083e-02
1.856835937499999867e-01 5.717773437500000000e-01 6.128906250000000500e-02
3.756835937499999889e-01 8.217773437500000000e-01 4.128906250000000111e-02
4.706835937500000178e-01 6.967773437500000000e-01 3.128906249999999917e-02
2.806835937499999600e-01 9.467773437500000000e-01 5.128906250000000305e-02
2.331835937500000011e-01 6.342773437500000000e-01 4.628906250000000555e-02
4.231835937499999756e-01 8.842773437500000000e-01 6.628906249999999556e-02
3.281835937500000022e-01 5.092773437500000000e-01 5.628906250000000056e-02
1.381835937500000000e-01 7.592773437500000000e-01 3.628906249999999667e-02
1.322460937499999878e-01 6.420898437500000000e-01 6.441406250000000777e-02
3.222460937500000178e-01 8.920898437500000000e-01 4.441406250000000389e-02
4.172460937499999911e-01 5.170898437500000000e-01 3.441406250000000194e-02
2.272460937499999889e-01 7.670898437500000000e-01 5.441406249999999889e-02
2.747460937500000311e-01 5.795898437500000000e-01 4.941406250000000139e-02
4.647460937499999778e-01 8.295898437500000000e-01 6.941406250000001221e-02
3.697460937500000044e-01 7.045898437500000000e-01 5.941406250000000333e-02
1.797460937500000022e-01 9.545898437500000000e-01 3.941406249999999944e-02
2.034960937499999956e-01 5.483398437500000000e-01 5.191406250000000361e-02
