# cosmological_parameters--omega_m cosmological_parameters--s_8 cosmological_parameters--h0 cosmological_parameters--omega_b cosmological_parameters--n_s cosmological_parameters--w
3.489648437500000311e-01 7.933105468750000222e-01 6.994140625000000444e-01 4.863281250000000416e-02 9.823046874999999956e-01 -1.655761718750000000e+00
4.439648437500000044e-01 7.308105468750000222e-01 6.094140625000000755e-01 5.863281250000000611e-02 1.032304687499999929e+00 -5.307617187500000000e-01
2.539648437500000022e-01 8.558105468750000222e-01 7.894140625000000133e-01 3.863281250000000222e-02 9.323046875000000622e-01 -1.280761718750000000e+00
3.014648437499999889e-01 7.620605468750000222e-01 6.544140625000000044e-01 6.363281249999999667e-02 1.057304687500000062e+00 -1.468261718750000000e+00
4.914648437499999911e-01 8.870605468750000222e-01 8.344140625000000533e-01 4.363281249999999972e-02 9.573046874999999734e-01 -7.182617187500000000e-01
3.964648437500000178e-01 6.995605468750000222e-01 7.444140624999999734e-01 5.363281250000000167e-02 9.073046875000000400e-01 -1.843261718750000000e+00
2.064648437500000155e-01 8.245605468750000222e-01 5.644140625000000355e-01 3.363281249999999778e-02 1.007304687500000018e+00 -1.093261718750000000e+00
1.827148437499999944e-01 7.151855468750000222e-01 8.119140625000000888e-01 4.113281250000000444e-02 9.948046875000000622e-01 -1.187011718750000000e+00
3.727148437500000244e-01 8.401855468750000222e-01 6.319140625000000400e-01 6.113281250000000833e-02 8.948046874999999734e-01 -1.937011718750000000e+00
4.677148437499999978e-01 6.526855468750000222e-01 7.219140625000000089e-01 3.113281249999999903e-02 9.448046875000000178e-01 -8.120117187500000000e-01
2.777148437499999956e-01 7.776855468750000222e-01 9.019140625000000577e-01 5.113281249999999944e-02 1.044804687500000107e+00 -1.562011718750000000e+00
2.302148437500000089e-01 6.839355468750000222e-01 5.869140625000000000e-01 4.613281250000000194e-02 9.698046875000000400e-01 -1.374511718750000000e+00
4.202148437500000111e-01 8.089355468750000222e-01 7.669140625000000488e-01 6.613281249999999889e-02 1.069804687500000018e+00 -6.245117187500000000e-01
3.252148437499999822e-01 7.464355468750000222e-01 8.569140625000000178e-01 3.613281250000000000e-02 1.019804687499999973e+00 -1.749511718750000000e+00
1.352148437500000078e-01 8.714355468750000222e-01 6.769140625000000799e-01 5.613281250000000389e-02 9.198046874999999956e-01 -9.995117187500000000e-01
1.411523437499999922e-01 6.956542968750000222e-01 7.950390625000000044e-01 3.175781249999999611e-02 1.060429687500000107e+00 -1.585449218750000000e+00
3.311523437500000222e-01 8.206542968750000222e-01 6.150390625000000666e-01 5.175781250000000000e-02 9.604296875000000178e-01 -8.354492187500000000e-01
4.261523437499999956e-01 7.581542968750000222e-01 7.050390625000000355e-01 4.175781250000000500e-02 9.104296874999999734e-01 -1.960449218750000000e+00
2.361523437499999933e-01 8.831542968750000222e-01 8.850390624999999734e-01 6.175781250000000194e-02 1.010429687500000062e+00 -1.210449218750000000e+00
2.836523437500000355e-01 7.269042968750000222e-01 5.700390625000000266e-01 3.675781250000000056e-02 8.854296874999999512e-01 -1.022949218750000000e+00
4.736523437499999822e-01 8.519042968750000222e-01 7.500390625000000755e-01 5.675781250000000444e-02 9.854296875000000400e-01 -1.772949218750000000e+00
3.786523437500000089e-01 6.644042968750000222e-01 8.400390625000000444e-01 4.675781250000000250e-02 1.035429687499999973e+00 -6.479492187500000000e-01
1.886523437500000067e-01 7.894042968750000222e-01 6.600390624999999956e-01 6.675781250000001332e-02 9.354296874999999956e-01 -1.397949218750000000e+00
2.124023437500000000e-01 7.737792968750000222e-01 9.075390625000000488e-01 5.925781250000000666e-02 9.479296875000000622e-01 -1.304199218750000000e+00
4.024023437500000022e-01 8.987792968750000222e-01 7.275390625000000000e-01 3.925781250000000278e-02 1.047929687500000151e+00 -5.541992187500000000e-01
4.974023437499999756e-01 7.112792968750000222e-01 6.375390625000000311e-01 6.925781250000001554e-02 9.979296875000001066e-01 -1.679199218750000000e+00
3.074023437499999734e-01 8.362792968750000222e-01 8.175390625000000799e-01 4.925781249999999778e-02 8.979296875000000178e-01 -9.291992187500000000e-01
2.599023437499999867e-01 6.800292968750000222e-01 6.825390625000000711e-01 5.425781250000000222e-02 9.729296874999999734e-01 -1.116699218750000000e+00
4.499023437499999889e-01 8.050292968750000222e-01 8.625390625000000089e-01 3.425781249999999833e-02 8.729296874999999956e-01 -1.866699218750000000e+00
3.549023437499999600e-01 7.425292968750000222e-01 7.725390625000000400e-01 6.425781250000001110e-02 9.229296875000000400e-01 -7.416992187500000000e-01
1.649023437500000133e-01 8.675292968750000222e-01 5.925390624999999911e-01 4.425781250000000028e-02 1.022929687500000018e+00 -1.491699218750000000e+00
1.530273437499999889e-01 7.347167968750000222e-01 7.162890625000000178e-01 4.550781250000000139e-02 1.016679687499999929e+00 -1.819824218750000000e+00
3.430273437499999911e-01 8.597167968750000222e-01 8.962890624999999556e-01 6.550781250000001221e-02 9.166796875000000622e-01 -1.069824218750000000e+00
4.380273437500000200e-01 6.722167968750000222e-01 8.062890625000000977e-01 3.550781249999999944e-02 9.666796874999999956e-01 -1.444824218750000000e+00
2.480273437499999900e-01 7.972167968750000222e-01 6.262890625000000488e-01 5.550781250000000333e-02 1.066679687499999973e+00 -6.948242187500000000e-01
2.955273437500000044e-01 7.034667968750000222e-01 8.512890625000000266e-01 4.050781250000000389e-02 9.416796874999999734e-01 -5.073242187500000000e-01
4.855273437500000067e-01 8.284667968750000222e-01 6.712890625000000888e-01 6.050781250000000777e-02 1.041679687500000062e+00 -1.257324218750000000e+00
3.905273437499999778e-01 7.659667968750000222e-01 5.812890625000000089e-01 3.050781249999999847e-02 9.916796875000000178e-01 -8.823242187500000000e-01
2.005273437500000033e-01 8.909667968750000222e-01 7.612890625000000577e-01 5.050781249999999889e-02 8.916796875000000400e-01 -1.632324218750000000e+00
1.767773437499999822e-01 6.565917968750000222e-01 6.037890625000000844e-01 6.300781250000000999e-02 9.041796874999999956e-01 -1.726074218750000000e+00
3.667773437500000400e-01 7.815917968750000222e-01 7.837890625000000222e-01 4.300781249999999917e-02 1.004179687499999973e+00 -9.760742187500000000e-01
4.617773437500000133e-01 7.190917968750000222e-01 8.737890624999999911e-01 5.300781250000000111e-02 1.054179687500000018e+00 -1.351074218750000000e+00
2.717773437500000111e-01 8.440917968750000222e-01 6.937890625000000533e-01 3.300781249999999722e-02 9.541796875000000400e-01 -6.010742187500000000e-01
2.242773437499999967e-01 7.503417968750000222e-01 7.387890624999999822e-01 6.800781250000001443e-02 1.029179687500000107e+00 -7.885742187500000000e-01
4.142773437500000266e-01 8.753417968750000222e-01 5.587890625000000444e-01 4.800781250000000361e-02 9.291796875000000178e-01 -1.538574218750000000e+00
3.192773437499999978e-01 6.878417968750000222e-01 6.487890625000000133e-01 5.800781250000000555e-02 8.791796874999999734e-01 -1.163574218750000000e+00
1.292773437499999956e-01 8.128417968750000222e-01 8.287890625000000622e-01 3.800781250000000167e-02 9.791796875000000622e-01 -1.913574218750000000e+00
1.263085937500000033e-01 6.624511718750000222e-01 6.403515625000000266e-01 4.269531249999999889e-02 9.588671874999999956e-01 -1.644042968750000000e+00
3.163085937499999778e-01 7.874511718750000222e-01 8.203515624999999645e-01 6.269531250000000278e-02 1.058867187499999973e+00 -8.940429687500000000e-01
4.113085937500000067e-01 7.249511718750000222e-01 7.303515625000001066e-01 3.269531249999999695e-02 1.008867187499999929e+00 -1.269042968750000000e+00
2.213085937500000044e-01 8.499511718750000222e-01 5.503515625000000577e-01 5.269531250000000777e-02 9.088671875000000622e-01 -5.190429687500000000e-01
2.688085937499999911e-01 7.562011718750000222e-01 8.653515625000001155e-01 4.769531250000000333e-02 9.838671875000000178e-01 -7.065429687500000000e-01
4.588085937499999933e-01 8.812011718750000222e-01 6.853515625000000666e-01 6.769531250000000722e-02 8.838671875000000400e-01 -1.456542968750000000e+00
3.638085937499999645e-01 6.937011718750000222e-01 5.953515625000000977e-01 3.769531250000000139e-02 9.338671874999999734e-01 -1.081542968750000000e+00
1.738085937499999900e-01 8.187011718750000222e-01 7.753515625000000355e-01 5.769531250000000527e-02 1.033867187500000062e+00 -1.831542968750000000e+00
1.975585937500000111e-01 7.405761718750000222e-01 5.728515625000000222e-01 6.519531250000000500e-02 1.046367187500000018e+00 -1.925292968750000000e+00
3.875585937500000133e-01 8.655761718750000222e-01 7.528515625000000711e-01 4.519531250000000111e-02 9.463671875000000400e-01 -1.175292968750000000e+00
4.825585937499999867e-01 6.780761718750000222e-01 8.428515625000000400e-01 5.519531250000000305e-02 8.963671874999999956e-01 -1.550292968750000000e+00
2.925585937499999845e-01 8.030761718750000222e-01 6.628515624999999911e-01 3.519531249999999917e-02 9.963671874999999734e-01 -8.002929687500000000e-01
2.450585937499999978e-01 7.093261718750000222e-01 7.978515625000000000e-01 6.019531250000000056e-02 8.713671874999999734e-01 -6.127929687500000000e-01
4.350585937500000000e-01 8.343261718750000222e-01 6.178515625000000622e-01 4.019531249999999667e-02 9.713671875000000622e-01 -1.362792968750000000e+00
3.400585937500000266e-01 7.718261718750000222e-01 7.078515625000000311e-01 5.019531250000000555e-02 1.021367187500000107e+00 -9.877929687500000000e-01
1.500585937499999967e-01 8.968261718750000222e-01 8.878515625000000799e-01 3.019531249999999820e-02 9.213671875000000178e-01 -1.737792968750000000e+00
1.619335937499999933e-01 7.640136718750000222e-01 7.641015625000000533e-01 3.894531250000000250e-02 9.151171875000000400e-01 -1.409667968750000000e+00
3.519335937499999956e-01 8.890136718750000222e-01 5.841015625000000044e-01 5.894531249999999944e-02 1.015117187500000018e+00 -6.596679687500000000e-01
4.469335937500000244e-01 7.015136718750000222e-01 6.741015625000000844e-01 4.894531250000000444e-02 1.065117187500000062e+00 -1.784667968750000000e+00
2.569335937500000222e-01 8.265136718750000222e-01 8.541015625000000222e-01 6.894531250000000833e-02 9.651171874999999734e-01 -1.034667968750000000e+00
3.044335937500000089e-01 6.702636718750000222e-01 6.291015625000000444e-01 3.394531249999999806e-02 1.040117187499999929e+00 -1.222167968750000000e+00
4.944335937500000111e-01 7.952636718750000222e-01 8.091015624999999822e-01 5.394531250000000194e-02 9.401171875000000622e-01 -1.972167968750000000e+00
3.994335937499999822e-01 7.327636718750000222e-01 8.991015625000000622e-01 4.394531250000000000e-02 8.901171875000000178e-01 -8.471679687500000000e-01
2.094335937499999800e-01 8.577636718750000222e-01 7.191015625000000133e-01 6.394531250000000389e-02 9.901171874999999956e-01 -1.597167968750000000e+00
1.856835937499999867e-01 6.858886718750000222e-01 8.316015625000000577e-01 5.144531250000000666e-02 1.002617187500000062e+00 -1.503417968750000000e+00
3.756835937499999889e-01 8.108886718750000222e-01 6.516015625000000089e-01 3.144531249999999584e-02 9.026171874999999734e-01 -7.534179687500000000e-01
4.706835937500000178e-01 7.483886718750000222e-01 5.616015625000000400e-01 6.144531250000000167e-02 9.526171875000000178e-01 -1.878417968750000000e+00
2.806835937499999600e-01 8.733886718750000222e-01 7.416015625000000888e-01 4.144531249999999778e-02 1.052617187500000107e+00 -1.128417968750000000e+00
2.331835937500000011e-01 7.171386718750000222e-01 6.966015625000000488e-01 5.644531250000000416e-02 9.276171874999999956e-01 -9.409179687500000000e-01
4.231835937499999756e-01 8.421386718750000222e-01 8.766015625000000977e-01 3.644531250000000028e-02 1.027617187499999973e+00 -1.690917968750000000e+00
3.281835937500000022e-01 6.546386718750000222e-01 7.866015625000000178e-01 6.644531250000000611e-02 9.776171875000000400e-01 -5.659179687500000000e-01
1.381835937500000000e-01 7.796386718750000222e-01 6.066015625000000799e-01 4.644531250000000222e-02 8.776171874999999512e-01 -1.315917968750000000e+00
1.322460937499999878e-01 7.210449218750000222e-01 8.597265625000000133e-01 6.082031250000000111e-02 1.024492187499999929e+00 -1.104980468750000000e+00
3.222460937500000178e-01 8.460449218750000222e-01 6.797265625000000755e-01 4.082031249999999722e-02 9.244921875000000622e-01 -1.854980468750000000e+00
4.172460937499999911e-01 6.585449218750000222e-01 5.897265624999999956e-01 5.082031250000000611e-02 8.744921875000000178e-01 -7.299804687500000000e-01
2.272460937499999889e-01 7.835449218750000222e-01 7.697265625000000444e-01 3.082031249999999875e-02 9.744921874999999956e-01 -1.479980468750000000e+00
2.747460937500000311e-01 6.897949218750000222e-01 7.247265625000000044e-01 6.582031250000000555e-02 8.994921875000000400e-01 -1.292480468750000000e+00
4.647460937499999778e-01 8.147949218750000222e-01 9.047265625000000533e-01 4.582031250000000167e-02 9.994921875000000178e-01 -5.424804687500000000e-01
3.697460937500000044e-01 7.522949218750000222e-01 8.147265624999999734e-01 5.582031250000000361e-02 1.049492187500000062e+00 -1.667480468750000000e+00
1.797460937500000022e-01 8.772949218750000222e-01 6.347265625000000355e-01 3.582031249999999972e-02 9.494921874999999734e-01 -9.174804687500000000e-01
2.034960937499999956e-01 6.741699218750000222e-01 7.472265625000000799e-01 4.832031250000000389e-02 9.369921875000000178e-01 -1.011230468750000000e+00
3.934960937499999978e-01 7.991699218750000222e-01 5.672265625000000311e-01 6.832031250000000777e-02 1.036992187500000107e+00 -1.761230468750000000e+00
4.884960937500000266e-01 7.366699218750000222e-01 6.572265625000000000e-01 3.832031250000000194e-02 9.869921875000000622e-01 -6.362304687500000000e-01
2.984960937499999689e-01 8.616699218750000222e-01 8.372265625000000488e-01 5.832031250000000583e-02 8.869921874999999734e-01 -1.386230468750000000e+00
2.509960937499999822e-01 7.679199218750000222e-01 6.122265625000000711e-01 4.332031249999999944e-02 1.011992187499999973e+00 -1.573730468750000000e+00
4.409960937499999845e-01 8.929199218750000222e-01 7.922265625000000089e-01 6.332031250000000333e-02 9.119921874999999956e-01 -8.237304687500000000e-01
3.459960937500000111e-01 7.054199218750000222e-01 8.822265625000000888e-01 3.332031249999999750e-02 9.619921875000000400e-01 -1.948730468750000000e+00
1.559960937500000089e-01 8.304199218750000222e-01 7.022265625000000400e-01 5.332031250000000833e-02 1.061992187500000018e+00 -1.198730468750000000e+00
1.441210937499999845e-01 6.976074218750000222e-01 5.559765625000000488e-01 5.707031250000000472e-02 9.807421874999999734e-01 -8.706054687500000000e-01
3.341210937499999867e-01 8.226074218750000222e-01 7.359765625000000977e-01 3.707031250000000083e-02 8.807421874999999956e-01 -1.620605468750000000e+00
4.291210937500000155e-01 7.601074218750000222e-01 8.259765624999999556e-01 6.707031250000000666e-02 9.307421875000000400e-01 -1.245605468750000000e+00
2.391210937500000133e-01 8.851074218750000222e-01 6.459765625000000178e-01 4.707031250000000278e-02 1.030742187500000018e+00 -1.995605468750000000e+00
2.866210937500000000e-01 7.288574218750000222e-01 7.809765625000000266e-01 5.207031250000000722e-02 9.557421875000000622e-01 -1.808105468750000000e+00
4.766210937500000022e-01 8.538574218750000222e-01 6.009765625000000888e-01 3.207031249999999639e-02 1.055742187500000151e+00 -1.058105468750000000e+00
3.816210937499999734e-01 6.663574218750000222e-01 6.909765625000000577e-01 6.207031250000000222e-02 1.005742187500000107e+00 -1.433105468750000000e+00
1.916210937499999989e-01 7.913574218750000222e-01 8.709765625000001066e-01 4.207031249999999833e-02 9.057421875000000178e-01 -6.831054687500000000e-01
1.678710937500000056e-01 7.444824218750000222e-01 6.684765624999999822e-01 3.457031249999999861e-02 8.932421874999999512e-01 -5.893554687500000000e-01
3.578710937500000355e-01 8.694824218750000222e-01 8.484765625000000311e-01 5.457031250000000250e-02 9.932421875000000400e-01 -1.339355468750000000e+00
4.528710937500000089e-01 6.819824218750000222e-01 7.584765625000000622e-01 4.457031250000000056e-02 1.043242187499999973e+00 -9.643554687500000000e-01
2.628710937500000067e-01 8.069824218750000222e-01 5.784765625000000133e-01 6.457031250000000444e-02 9.432421874999999956e-01 -1.714355468750000000e+00
2.153710937499999922e-01 6.507324218750000222e-01 8.934765625000000711e-01 3.957031250000000305e-02 1.068242187500000107e+00 -1.901855468750000000e+00
4.053710937500000222e-01 7.757324218750000222e-01 7.134765625000000222e-01 5.957031250000000000e-02 9.682421875000000178e-01 -1.151855468750000000e+00
3.103710937499999933e-01 7.132324218750000222e-01 6.234765625000000533e-01 4.957031250000000500e-02 9.182421874999999734e-01 -1.526855468750000000e+00
1.203710937499999911e-01 8.382324218750000222e-01 8.034765624999999911e-01 6.957031250000000888e-02 1.018242187500000062e+00 -7.768554687500000000e-01
1.205566406249999889e-01 7.441162109375000222e-01 8.461914062500000000e-01 5.619140625000000611e-02 9.923632812500000622e-01 -9.167480468750000000e-01
3.105566406249999911e-01 8.691162109375000222e-01 6.661914062500000622e-01 3.619140625000000222e-02 8.923632812499999734e-01 -1.666748046875000000e+00
4.055566406250000200e-01 6.816162109375000222e-01 5.761914062500000933e-01 6.619140625000000111e-02 9.423632812500000178e-01 -5.417480468750000000e-01
2.155566406249999900e-01 8.066162109375000222e-01 7.561914062500000311e-01 4.619140624999999722e-02 1.042363281250000107e+00 -1.291748046875000000e+00
2.630566406250000044e-01 6.503662109375000222e-01 7.111914062499999911e-01 5.119140625000000167e-02 9.673632812500000400e-01 -1.479248046875000000e+00
4.530566406250000067e-01 7.753662109375000222e-01 8.911914062500000400e-01 3.119140624999999778e-02 1.067363281250000018e+00 -7.292480468750000000e-01
3.580566406249999778e-01 7.128662109375000222e-01 8.011914062500000711e-01 6.119140625000000361e-02 1.017363281249999973e+00 -1.854248046875000000e+00
1.680566406250000033e-01 8.378662109375000222e-01 6.211914062500000222e-01 4.119140624999999972e-02 9.173632812499999956e-01 -1.104248046875000000e+00
1.918066406249999967e-01 6.972412109375000222e-01 7.336914062500000666e-01 3.369140625000000000e-02 8.798632812500000178e-01 -1.197998046875000000e+00
3.818066406249999711e-01 8.222412109375000222e-01 5.536914062500000178e-01 5.369140625000000389e-02 9.798632812499999956e-01 -1.947998046875000000e+00
4.768066406250000000e-01 7.597412109375000222e-01 6.436914062500000977e-01 4.369140625000000194e-02 1.029863281249999929e+00 -8.229980468750000000e-01
2.868066406249999978e-01 8.847412109375000222e-01 8.236914062500000355e-01 6.369140624999999889e-02 9.298632812500000622e-01 -1.572998046875000000e+00
2.393066406250000111e-01 7.284912109375000222e-01 5.986914062500000577e-01 3.869140625000000444e-02 1.054863281250000062e+00 -1.385498046875000000e+00
4.293066406250000133e-01 8.534912109375000222e-01 7.786914062499999956e-01 5.869140625000000833e-02 9.548632812499999734e-01 -6.354980468750000000e-01
3.343066406249999845e-01 6.659912109375000222e-01 8.686914062499999645e-01 4.869140624999999944e-02 9.048632812500000400e-01 -1.760498046875000000e+00
1.443066406249999822e-01 7.909912109375000222e-01 6.886914062500000266e-01 6.869140625000000333e-02 1.004863281250000018e+00 -1.010498046875000000e+00
1.561816406250000067e-01 6.738037109375000222e-01 5.649414062500000000e-01 6.244140625000000472e-02 1.036113281250000018e+00 -6.823730468750000000e-01
3.461816406250000089e-01 7.988037109375000222e-01 7.449414062500000488e-01 4.244140625000000083e-02 9.361132812500000400e-01 -1.432373046875000000e+00
4.411816406249999822e-01 7.363037109375000222e-01 8.349414062500000178e-01 5.244140625000000278e-02 8.861132812499999956e-01 -1.057373046875000000e+00
2.511816406250000355e-01 8.613037109375000222e-01 6.549414062500000799e-01 3.244140624999999889e-02 9.861132812499999734e-01 -1.807373046875000000e+00
2.986816406250000222e-01 7.675537109375000222e-01 7.899414062500000888e-01 6.744140625000000222e-02 9.111132812500000178e-01 -1.994873046875000000e+00
4.886816406250000244e-01 8.925537109375000222e-01 6.099414062500000400e-01 4.744140624999999833e-02 1.011113281250000107e+00 -1.244873046875000000e+00
3.936816406249999956e-01 7.050537109375000222e-01 6.999414062500000089e-01 5.744140625000000722e-02 1.061113281250000151e+00 -1.619873046875000000e+00
2.036816406249999933e-01 8.300537109375000222e-01 8.799414062500000577e-01 3.744140625000000333e-02 9.611132812500000622e-01 -8.698730468750000000e-01
1.799316406250000000e-01 7.206787109375000222e-01 6.774414062500000444e-01 4.994140625000000056e-02 9.236132812499999734e-01 -7.761230468750000000e-01
3.699316406250000022e-01 8.456787109375000222e-01 8.574414062499999822e-01 6.994140625000000444e-02 1.023613281250000062e+00 -1.526123046875000000e+00
4.649316406249999756e-01 6.581787109375000222e-01 7.674414062500000133e-01 3.994140624999999861e-02 9.736132812500000178e-01 -1.151123046875000000e+00
2.749316406249999734e-01 7.831787109375000222e-01 5.874414062500000755e-01 5.994140625000000944e-02 8.736132812500000400e-01 -1.901123046875000000e+00
2.274316406249999867e-01 6.894287109375000222e-01 9.024414062500000222e-01 4.494140625000000305e-02 9.986132812500000400e-01 -1.713623046875000000e+00
4.174316406249999889e-01 8.144287109375000222e-01 7.224414062499999734e-01 6.494140625000000000e-02 8.986132812500000622e-01 -9.636230468750000000e-01
3.224316406249999600e-01 7.519287109375000222e-01 6.324414062500000044e-01 3.494140625000000111e-02 9.486132812499999956e-01 -1.338623046875000000e+00
1.324316406249999856e-01 8.769287109375000222e-01 8.124414062500000533e-01 5.494140625000000500e-02 1.048613281249999973e+00 -5.886230468750000000e-01
1.383691406249999978e-01 6.855224609375000222e-01 6.605664062500000711e-01 3.806640625000000389e-02 9.017382812499999956e-01 -1.830810546875000000e+00
3.283691406250000000e-01 8.105224609375000222e-01 8.405664062500000089e-01 5.806640625000000777e-02 1.001738281249999973e+00 -1.080810546875000000e+00
4.233691406249999734e-01 7.480224609375000222e-01 7.505664062500000400e-01 4.806640624999999889e-02 1.051738281250000018e+00 -1.455810546875000000e+00
2.333691406249999989e-01 8.730224609375000222e-01 5.705664062499999911e-01 6.806640625000001665e-02 9.517382812500000400e-01 -7.058105468750000000e-01
2.808691406250000133e-01 7.167724609375000222e-01 8.855664062500000488e-01 3.306640624999999944e-02 1.026738281250000107e+00 -5.183105468750000000e-01
4.708691406250000155e-01 8.417724609375000222e-01 7.055664062500000000e-01 5.306640625000000333e-02 9.267382812500000178e-01 -1.268310546875000000e+00
3.758691406249999867e-01 6.542724609375000222e-01 6.155664062500000311e-01 4.306640625000000139e-02 8.767382812499999734e-01 -8.933105468750000000e-01
1.858691406249999845e-01 7.792724609375000222e-01 7.955664062500000799e-01 6.306640625000001221e-02 9.767382812500000622e-01 -1.643310546875000000e+00
2.096191406249999778e-01 7.636474609375000222e-01 5.930664062500000666e-01 5.056640625000000111e-02 1.014238281249999929e+00 -1.737060546875000000e+00
3.996191406249999800e-01 8.886474609375000222e-01 7.730664062500000044e-01 3.056640624999999722e-02 9.142382812500000622e-01 -9.870605468750000000e-01
4.946191406250000089e-01 7.011474609375000222e-01 8.630664062499999734e-01 6.056640625000000999e-02 9.642382812499999956e-01 -1.362060546875000000e+00
3.046191406250000067e-01 8.261474609375000222e-01 6.830664062500000355e-01 4.056640624999999917e-02 1.064238281249999973e+00 -6.120605468750000000e-01
2.571191406249999645e-01 6.698974609375000222e-01 8.180664062500000444e-01 5.556640625000000555e-02 9.392382812499999734e-01 -7.995605468750000000e-01
4.471191406250000222e-01 7.948974609375000222e-01 6.380664062499999956e-01 3.556640625000000167e-02 1.039238281250000062e+00 -1.549560546875000000e+00
3.521191406249999933e-01 7.323974609375000222e-01 7.280664062500000755e-01 6.556640625000001443e-02 9.892382812500000178e-01 -1.174560546875000000e+00
1.621191406249999911e-01 8.573974609375000222e-01 9.080664062500000133e-01 4.556640625000000361e-02 8.892382812500000400e-01 -1.924560546875000000e+00
1.502441406249999944e-01 7.402099609375000222e-01 7.618164062500000222e-01 4.431640625000000250e-02 9.454882812500000622e-01 -1.596435546875000000e+00
3.402441406249999689e-01 8.652099609375000222e-01 5.818164062500000844e-01 6.431640625000001332e-02 1.045488281250000151e+00 -8.464355468750000000e-01
4.352441406249999978e-01 6.777099609375000222e-01 6.718164062500000533e-01 3.431640625000000056e-02 9.954882812500001066e-01 -1.971435546875000000e+00
2.452441406249999956e-01 8.027099609375000222e-01 8.518164062499999911e-01 5.431640625000000444e-02 8.954882812500000178e-01 -1.221435546875000000e+00
2.927441406249999822e-01 7.089599609375000222e-01 6.268164062500000133e-01 4.931640625000000000e-02 9.704882812499999734e-01 -1.033935546875000000e+00
4.827441406249999845e-01 8.339599609375000222e-01 8.068164062500000622e-01 6.931640625000000389e-02 8.704882812499999956e-01 -1.783935546875000000e+00
3.877441406250000111e-01 7.714599609375000222e-01 8.968164062500000311e-01 3.931640625000000500e-02 9.204882812500000400e-01 -6.589355468750000000e-01
1.977441406250000089e-01 8.964599609375000222e-01 7.168164062499999822e-01 5.931640625000000888e-02 1.020488281250000018e+00 -1.408935546875000000e+00
1.739941406249999878e-01 6.620849609375000222e-01 8.293164062500000266e-01 6.681640625000001554e-02 1.057988281250000107e+00 -1.315185546875000000e+00
3.639941406250000178e-01 7.870849609375000222e-01 6.493164062500000888e-01 4.681640624999999778e-02 9.579882812500000178e-01 -5.651855468750000000e-01
4.589941406249999911e-01 7.245849609375000222e-01 5.593164062500000089e-01 5.681640625000000666e-02 9.079882812499999734e-01 -1.690185546875000000e+00
2.689941406249999889e-01 8.495849609375000222e-01 7.393164062500000577e-01 3.681640625000000278e-02 1.007988281250000062e+00 -9.401855468750000000e-01
2.214941406250000022e-01 7.558349609375000222e-01 6.943164062500000178e-01 6.181640625000000416e-02 8.829882812499999512e-01 -1.127685546875000000e+00
4.114941406250000044e-01 8.808349609375000222e-01 8.743164062499999556e-01 4.181640625000000028e-02 9.829882812500000400e-01 -1.877685546875000000e+00
3.164941406250000311e-01 6.933349609375000222e-01 7.843164062500000977e-01 5.181640625000000222e-02 1.032988281249999973e+00 -7.526855468750000000e-01
1.264941406250000011e-01 8.183349609375000222e-01 6.043164062500000488e-01 3.181640624999999833e-02 9.329882812499999956e-01 -1.502685546875000000e+00
1.294628906249999933e-01 6.562255859375000222e-01 7.758789062500000000e-01 4.650390625000000444e-02 1.003300781250000107e+00 -1.397216796875000000e+00
3.194628906249999956e-01 7.812255859375000222e-01 5.958789062500000622e-01 6.650390625000000833e-02 9.033007812500000178e-01 -6.472167968750000000e-01
4.144628906250000244e-01 7.187255859375000222e-01 6.858789062500000311e-01 3.650390625000000250e-02 9.533007812500000622e-01 -1.772216796875000000e+00
2.244628906249999944e-01 8.437255859375000222e-01 8.658789062500000799e-01 5.650390624999999944e-02 1.053300781250000151e+00 -1.022216796875000000e+00
2.719628906250000089e-01 7.499755859375000222e-01 5.508789062500000222e-01 4.150390625000000000e-02 9.283007812500000400e-01 -1.209716796875000000e+00
4.619628906250000111e-01 8.749755859375000222e-01 7.308789062500000711e-01 6.150390625000000389e-02 1.028300781250000018e+00 -1.959716796875000000e+00
3.669628906249999822e-01 6.874755859375000222e-01 8.208789062500000400e-01 3.150390624999999806e-02 9.783007812499999734e-01 -8.347167968750000000e-01
1.769628906249999800e-01 8.124755859375000222e-01 6.408789062499999911e-01 5.150390625000000194e-02 8.783007812499999956e-01 -1.584716796875000000e+00
2.007128906250000011e-01 7.343505859375000222e-01 8.883789062500000444e-01 6.400390625000000611e-02 9.158007812499999734e-01 -1.490966796875000000e+00
3.907128906249999756e-01 8.593505859375000222e-01 7.083789062500001066e-01 4.400390625000000222e-02 1.015800781250000062e+00 -7.409667968750000000e-01
4.857128906250000044e-01 6.718505859375000222e-01 6.183789062500000266e-01 5.400390625000000416e-02 1.065800781250000107e+00 -1.865966796875000000e+00
2.957128906250000022e-01 7.968505859375000222e-01 7.983789062500000755e-01 3.400390625000000028e-02 9.658007812500000178e-01 -1.115966796875000000e+00
2.482128906249999878e-01 7.031005859375000222e-01 6.633789062500000666e-01 6.900390624999999667e-02 1.040800781249999973e+00 -9.284667968750000000e-01
4.382128906250000178e-01 8.281005859375000222e-01 8.433789062500001155e-01 4.900390625000000666e-02 9.408007812499999956e-01 -1.678466796875000000e+00
3.432128906249999889e-01 7.656005859375000222e-01 7.533789062500000355e-01 5.900390625000000167e-02 8.908007812499999512e-01 -5.534667968750000000e-01
