# cosmological_parameters--omega_m cosmological_parameters--s_8 cosmological_parameters--h0 cosmological_parameters--omega_b cosmological_parameters--n_s
1.623046874999999889e-01 7.012695312500000222e-01 8.263281250000000799e-01 3.492187499999999806e-02 1.042265624999999973e+00
3.523046874999999911e-01 8.262695312500000222e-01 6.463281250000000311e-01 5.492187500000000888e-02 9.422656249999999956e-01
4.473046875000000200e-01 7.637695312500000222e-01 5.563281250000000622e-01 4.492187500000000000e-02 8.922656249999999512e-01
2.573046875000000178e-01 8.887695312500000222e-01 7.363281250000000000e-01 6.492187500000000389e-02 9.922656250000000400e-01
3.048046875000000044e-01 7.325195312500000222e-01 6.913281250000000711e-01 3.992187500000000250e-02 9.172656249999999734e-01
4.948046875000000067e-01 8.575195312500000222e-01 8.713281250000000089e-01 5.992187500000000638e-02 1.017265625000000062e+00
3.998046874999999778e-01 6.700195312500000222e-01 7.813281250000000400e-01 4.992187500000000444e-02 1.067265625000000107e+00
2.098046875000000033e-01 7.950195312500000222e-01 6.013281249999999911e-01 6.992187500000000833e-02 9.672656250000000178e-01
1.860546874999999822e-01 7.481445312500000222e-01 7.588281250000000755e-01 5.742187500000000416e-02 9.297656250000000400e-01
3.760546874999999845e-01 8.731445312500000222e-01 5.788281250000000266e-01 3.742187500000000028e-02 1.029765625000000018e+00
4.710546875000000133e-01 6.856445312500000222e-01 6.688281249999999956e-01 6.742187500000000611e-02 9.797656249999999734e-01
2.810546875000000111e-01 8.106445312500000222e-01 8.488281250000000444e-01 4.742187500000000222e-02 8.797656249999999956e-01
2.335546874999999967e-01 6.543945312500000222e-01 6.238281250000000666e-01 5.242187500000000666e-02 1.004765625000000107e+00
4.235546875000000266e-01 7.793945312500000222e-01 8.038281250000001155e-01 3.242187500000000278e-02 9.047656250000000178e-01
3.285546874999999978e-01 7.168945312500000222e-01 8.938281249999999734e-01 6.242187500000000860e-02 9.547656250000000622e-01
1.385546874999999956e-01 8.418945312500000222e-01 7.138281250000000355e-01 4.242187499999999778e-02 1.054765625000000151e+00
1.326171874999999833e-01 6.583007812500000222e-01 7.307031250000000089e-01 6.554687500000000444e-02 8.953906249999999956e-01
3.226171875000000133e-01 7.833007812500000222e-01 5.507031250000000711e-01 4.554687500000000056e-02 9.953906249999999734e-01
4.176171874999999867e-01 7.208007812500000222e-01 6.407031250000000400e-01 5.554687500000000250e-02 1.045390625000000018e+00
2.276171874999999845e-01 8.458007812500000222e-01 8.207031250000000888e-01 3.554687499999999861e-02 9.453906250000000400e-01
2.751171875000000266e-01 7.520507812500000222e-01 5.957031250000000000e-01 6.054687500000000000e-02 1.020390625000000107e+00
4.651171874999999734e-01 8.770507812500000222e-01 7.757031250000000488e-01 4.054687500000000305e-02 9.203906250000000178e-01
3.701171875000000000e-01 6.895507812500000222e-01 8.657031250000000178e-01 5.054687500000000500e-02 8.703906249999999734e-01
1.801171874999999978e-01 8.145507812500000222e-01 6.857031250000000799e-01 3.054687499999999764e-02 9.703906250000000622e-01
2.038671874999999911e-01 7.364257812500000222e-01 8.432031250000000533e-01 4.304687499999999833e-02 1.007890624999999929e+00
3.938671874999999933e-01 8.614257812500000222e-01 6.632031250000000044e-01 6.304687500000000222e-02 9.078906250000000622e-01
4.888671875000000222e-01 6.739257812500000222e-01 5.732031250000000355e-01 3.304687499999999639e-02 9.578906249999999956e-01
2.988671874999999645e-01 7.989257812500000222e-01 7.532031249999999734e-01 5.304687500000000722e-02 1.057890624999999973e+00
2.513671874999999778e-01 7.051757812500000222e-01 7.082031250000000444e-01 4.804687500000000278e-02 9.328906249999999734e-01
4.413671874999999800e-01 8.301757812500000222e-01 8.882031249999999822e-01 6.804687500000000666e-02 1.032890625000000062e+00
3.463671875000000067e-01 7.676757812500000222e-01 7.982031250000000133e-01 3.804687500000000083e-02 9.828906250000000178e-01
1.563671875000000044e-01 8.926757812500000222e-01 6.182031250000000755e-01 5.804687500000000472e-02 8.828906250000000400e-01
1.444921875000000078e-01 7.598632812500000222e-01 6.744531250000000977e-01 5.179687500000000611e-02 9.516406250000000178e-01
3.344921874999999822e-01 8.848632812500000222e-01 8.544531250000000355e-01 3.179687500000000222e-02 1.051640625000000107e+00
4.294921875000000111e-01 6.973632812500000222e-01 7.644531250000000666e-01 6.179687500000000805e-02 1.001640625000000062e+00
2.394921875000000089e-01 8.223632812500000222e-01 5.844531250000000178e-01 4.179687499999999722e-02 9.016406249999999734e-01
2.869921874999999956e-01 6.661132812500000222e-01 8.994531249999999645e-01 5.679687500000000361e-02 9.766406250000000400e-01
