# cosmological_parameters--omega_m cosmological_parameters--s_8 cosmological_parameters--h0 cosmological_parameters--omega_b cosmological_parameters--n_s
2.688085937499999911e-01 7.562011718750000222e-01 8.653515625000001155e-01 4.769531250000000333e-02 9.838671875000000178e-01
4.588085937499999933e-01 8.812011718750000222e-01 6.853515625000000666e-01 6.769531250000000722e-02 8.838671875000000400e-01
3.638085937499999645e-01 6.937011718750000222e-01 5.953515625000000977e-01 3.769531250000000139e-02 9.338671874999999734e-01
1.738085937499999900e-01 8.187011718750000222e-01 7.753515625000000355e-01 5.769531250000000527e-02 1.033867187500000062e+00
1.975585937500000111e-01 7.405761718750000222e-01 5.728515625000000222e-01 6.519531250000000500e-02 1.046367187500000018e+00
3.875585937500000133e-01 8.655761718750000222e-01 7.528515625000000711e-01 4.519531250000000111e-02 9.463671875000000400e-01
4.825585937499999867e-01 6.780761718750000222e-01 8.428515625000000400e-01 5.519531250000000305e-02 8.963671874999999956e-01
2.925585937499999845e-01 8.030761718750000222e-01 6.628515624999999911e-01 3.519531249999999917e-02 9.963671874999999734e-01
2.450585937499999978e-01 7.093261718750000222e-01 7.978515625000000000e-01 6.019531250000000056e-02 8.713671874999999734e-01
4.350585937500000000e-01 8.343261718750000222e-01 6.178515625000000622e-01 4.019531249999999667e-02 9.713671875000000622e-01
3.400585937500000266e-01 7.718261718750000222e-01 7.078515625000000311e-01 5.019531250000000555e-02 1.021367187500000107e+00
1.500585937499999967e-01 8.968261718750000222e-01 8.878515625000000799e-01 3.019531249999999820e-02 9.213671875000000178e-01
1.619335937499999933e-01 7.640136718750000222e-01 7.641015625000000533e-01 3.894531250000000250e-02 9.151171875000000400e-01
3.519335937499999956e-01 8.890136718750000222e-01 5.841015625000000044e-01 5.894531249999999944e-02 1.015117187500000018e+00
4.469335937500000244e-01 7.015136718750000222e-01 6.741015625000000844e-01 4.894531250000000444e-02 1.065117187500000062e+00
2.569335937500000222e-01 8.265136718750000222e-01 8.541015625000000222e-01 6.894531250000000833e-02 9.651171874999999734e-01
3.044335937500000089e-01 6.702636718750000222e-01 6.291015625000000444e-01 3.394531249999999806e-02 1.040117187499999929e+00
4.944335937500000111e-01 7.952636718750000222e-01 8.091015624999999822e-01 5.394531250000000194e-02 9.401171875000000622e-01
3.994335937499999822e-01 7.327636718750000222e-01 8.991015625000000622e-01 4.394531250000000000e-02 8.901171875000000178e-01
2.094335937499999800e-01 8.577636718750000222e-01 7.191015625000000133e-01 6.394531250000000389e-02 9.901171874999999956e-01
1.856835937499999867e-01 6.858886718750000222e-01 8.316015625000000577e-01 5.144531250000000666e-02 1.002617187500000062e+00
3.756835937499999889e-01 8.108886718750000222e-01 6.516015625000000089e-01 3.144531249999999584e-02 9.026171874999999734e-01
4.706835937500000178e-01 7.483886718750000222e-01 5.616015625000000400e-01 6.144531250000000167e-02 9.526171875000000178e-01
2.806835937499999600e-01 8.733886718750000222e-01 7.416015625000000888e-01 4.144531249999999778e-02 1.052617187500000107e+00
2.331835937500000011e-01 7.171386718750000222e-01 6.966015625000000488e-01 5.644531250000000416e-02 9.276171874999999956e-01
4.231835937499999756e-01 8.421386718750000222e-01 8.766015625000000977e-01 3.644531250000000028e-02 1.027617187499999973e+00
3.281835937500000022e-01 6.546386718750000222e-01 7.866015625000000178e-01 6.644531250000000611e-02 9.776171875000000400e-01
1.381835937500000000e-01 7.796386718750000222e-01 6.066015625000000799e-01 4.644531250000000222e-02 8.776171874999999512e-01
1.322460937499999878e-01 7.210449218750000222e-01 8.597265625000000133e-01 6.082031250000000111e-02 1.024492187499999929e+00
3.222460937500000178e-01 8.460449218750000222e-01 6.797265625000000755e-01 4.082031249999999722e-02 9.244921875000000622e-01
4.172460937499999911e-01 6.585449218750000222e-01 5.897265624999999956e-01 5.082031250000000611e-02 8.744921875000000178e-01
2.272460937499999889e-01 7.835449218750000222e-01 7.697265625000000444e-01 3.082031249999999875e-02 9.744921874999999956e-01
2.747460937500000311e-01 6.897949218750000222e-01 7.247265625000000044e-01 6.582031250000000555e-02 8.994921875000000400e-01
4.647460937499999778e-01 8.147949218750000222e-01 9.047265625000000533e-01 4.582031250000000167e-02 9.994921875000000178e-01
3.697460937500000044e-01 7.522949218750000222e-01 8.147265624999999734e-01 5.582031250000000361e-02 1.049492187500000062e+00
1.797460937500000022e-01 8.772949218750000222e-01 6.347265625000000355e-01 3.582031249999999972e-02 9.494921874999999734e-01
2.034960937499999956e-01 6.741699218750000222e-01 7.472265625000000799e-01 4.832031250000000389e-02 9.369921875000000178e-01
3.934960937499999978e-01 7.991699218750000222e-01 5.672265625000000311e-01 6.832031250000000777e-02 1.036992187500000107e+00
4.884960937500000266e-01 7.366699218750000222e-01 6.572265625000000000e-01 3.832031250000000194e-02 9.869921875000000622e-01
2.984960937499999689e-01 8.616699218750000222e-01 8.372265625000000488e-01 5.832031250000000583e-02 8.869921874999999734e-01
2.509960937499999822e-01 7.679199218750000222e-01 6.122265625000000711e-01 4.332031249999999944e-02 1.011992187499999973e+00
4.409960937499999845e-01 8.929199218750000222e-01 7.922265625000000089e-01 6.332031250000000333e-02 9.119921874999999956e-01
3.459960937500000111e-01 7.054199218750000222e-01 8.822265625000000888e-01 3.332031249999999750e-02 9.619921875000000400e-01
1.559960937500000089e-01 8.304199218750000222e-01 7.022265625000000400e-01 5.332031250000000833e-02 1.061992187500000018e+00
1.441210937499999845e-01 6.976074218750000222e-01 5.559765625000000488e-01 5.707031250000000472e-02 9.807421874999999734e-01
3.341210937499999867e-01 8.226074218750000222e-01 7.359765625000000977e-01 3.707031250000000083e-02 8.807421874999999956e-01
4.291210937500000155e-01 7.601074218750000222e-01 8.259765624999999556e-01 6.707031250000000666e-02 9.307421875000000400e-01
2.391210937500000133e-01 8.851074218750000222e-01 6.459765625000000178e-01 4.707031250000000278e-02 1.030742187500000018e+00
2.866210937500000000e-01 7.288574218750000222e-01 7.809765625000000266e-01 5.207031250000000722e-02 9.557421875000000622e-01
4.766210937500000022e-01 8.538574218750000222e-01 6.009765625000000888e-01 3.207031249999999639e-02 1.055742187500000151e+00
3.816210937499999734e-01 6.663574218750000222e-01 6.909765625000000577e-01 6.207031250000000222e-02 1.005742187500000107e+00
1.916210937499999989e-01 7.913574218750000222e-01 8.709765625000001066e-01 4.207031249999999833e-02 9.057421875000000178e-01
1.678710937500000056e-01 7.444824218750000222e-01 6.684765624999999822e-01 3.457031249999999861e-02 8.932421874999999512e-01
3.578710937500000355e-01 8.694824218750000222e-01 8.484765625000000311e-01 5.457031250000000250e-02 9.932421875000000400e-01
4.528710937500000089e-01 6.819824218750000222e-01 7.584765625000000622e-01 4.457031250000000056e-02 1.043242187499999973e+00
2.628710937500000067e-01 8.069824218750000222e-01 5.784765625000000133e-01 6.457031250000000444e-02 9.432421874999999956e-01
2.153710937499999922e-01 6.507324218750000222e-01 8.934765625000000711e-01 3.957031250000000305e-02 1.068242187500000107e+00
4.053710937500000222e-01 7.757324218750000222e-01 7.134765625000000222e-01 5.957031250000000000e-02 9.682421875000000178e-01
3.103710937499999933e-01 7.132324218750000222e-01 6.234765625000000533e-01 4.957031250000000500e-02 9.182421874999999734e-01
1.203710937499999911e-01 8.382324218750000222e-01 8.034765624999999911e-01 6.957031250000000888e-02 1.018242187500000062e+00
1.205566406249999889e-01 7.441162109375000222e-01 8.461914062500000000e-01 5.619140625000000611e-02 9.923632812500000622e-01
3.105566406249999911e-01 8.691162109375000222e-01 6.661914062500000622e-01 3.619140625000000222e-02 8.923632812499999734e-01
4.055566406250000200e-01 6.816162109375000222e-01 5.761914062500000933e-01 6.619140625000000111e-02 9.423632812500000178e-01
2.155566406249999900e-01 8.066162109375000222e-01 7.561914062500000311e-01 4.619140624999999722e-02 1.042363281250000107e+00
2.630566406250000044e-01 6.503662109375000222e-01 7.111914062499999911e-01 5.119140625000000167e-02 9.673632812500000400e-01
4.530566406250000067e-01 7.753662109375000222e-01 8.911914062500000400e-01 3.119140624999999778e-02 1.067363281250000018e+00
3.580566406249999778e-01 7.128662109375000222e-01 8.011914062500000711e-01 6.119140625000000361e-02 1.017363281249999973e+00
1.680566406250000033e-01 8.378662109375000222e-01 6.211914062500000222e-01 4.119140624999999972e-02 9.173632812499999956e-01
1.918066406249999967e-01 6.972412109375000222e-01 7.336914062500000666e-01 3.369140625000000000e-02 8.798632812500000178e-01
3.818066406249999711e-01 8.222412109375000222e-01 5.536914062500000178e-01 5.369140625000000389e-02 9.798632812499999956e-01
4.768066406250000000e-01 7.597412109375000222e-01 6.436914062500000977e-01 4.369140625000000194e-02 1.029863281249999929e+00
2.868066406249999978e-01 8.847412109375000222e-01 8.236914062500000355e-01 6.369140624999999889e-02 9.298632812500000622e-01
2.393066406250000111e-01 7.284912109375000222e-01 5.986914062500000577e-01 3.869140625000000444e-02 1.054863281250000062e+00
4.293066406250000133e-01 8.534912109375000222e-01 7.786914062499999956e-01 5.869140625000000833e-02 9.548632812499999734e-01
3.343066406249999845e-01 6.659912109375000222e-01 8.686914062499999645e-01 4.869140624999999944e-02 9.048632812500000400e-01
1.443066406249999822e-01 7.909912109375000222e-01 6.886914062500000266e-01 6.869140625000000333e-02 1.004863281250000018e+00
1.561816406250000067e-01 6.738037109375000222e-01 5.649414062500000000e-01 6.244140625000000472e-02 1.036113281250000018e+00
3.461816406250000089e-01 7.988037109375000222e-01 7.449414062500000488e-01 4.244140625000000083e-02 9.361132812500000400e-01
4.411816406249999822e-01 7.363037109375000222e-01 8.349414062500000178e-01 5.244140625000000278e-02 8.861132812499999956e-01
2.511816406250000355e-01 8.613037109375000222e-01 6.549414062500000799e-01 3.244140624999999889e-02 9.861132812499999734e-01
2.986816406250000222e-01 7.675537109375000222e-01 7.899414062500000888e-01 6.744140625000000222e-02 9.111132812500000178e-01
4.886816406250000244e-01 8.925537109375000222e-01 6.099414062500000400e-01 4.744140624999999833e-02 1.011113281250000107e+00
3.936816406249999956e-01 7.050537109375000222e-01 6.999414062500000089e-01 5.744140625000000722e-02 1.061113281250000151e+00
2.036816406249999933e-01 8.300537109375000222e-01 8.799414062500000577e-01 3.744140625000000333e-02 9.611132812500000622e-01
1.799316406250000000e-01 7.206787109375000222e-01 6.774414062500000444e-01 4.994140625000000056e-02 9.236132812499999734e-01
3.699316406250000022e-01 8.456787109375000222e-01 8.574414062499999822e-01 6.994140625000000444e-02 1.023613281250000062e+00
4.649316406249999756e-01 6.581787109375000222e-01 7.674414062500000133e-01 3.994140624999999861e-02 9.736132812500000178e-01
2.749316406249999734e-01 7.831787109375000222e-01 5.874414062500000755e-01 5.994140625000000944e-02 8.736132812500000400e-01
2.274316406249999867e-01 6.894287109375000222e-01 9.024414062500000222e-01 4.494140625000000305e-02 9.986132812500000400e-01
4.174316406249999889e-01 8.144287109375000222e-01 7.224414062499999734e-01 6.494140625000000000e-02 8.986132812500000622e-01
3.224316406249999600e-01 7.519287109375000222e-01 6.324414062500000044e-01 3.494140625000000111e-02 9.486132812499999956e-01
1.324316406249999856e-01 8.769287109375000222e-01 8.124414062500000533e-01 5.494140625000000500e-02 1.048613281249999973e+00
1.383691406249999978e-01 6.855224609375000222e-01 6.605664062500000711e-01 3.806640625000000389e-02 9.017382812499999956e-01
3.283691406250000000e-01 8.105224609375000222e-01 8.405664062500000089e-01 5.806640625000000777e-02 1.001738281249999973e+00
4.233691406249999734e-01 7.480224609375000222e-01 7.505664062500000400e-01 4.806640624999999889e-02 1.051738281250000018e+00
2.333691406249999989e-01 8.730224609375000222e-01 5.705664062499999911e-01 6.806640625000001665e-02 9.517382812500000400e-01
2.808691406250000133e-01 7.167724609375000222e-01 8.855664062500000488e-01 3.306640624999999944e-02 1.026738281250000107e+00
4.708691406250000155e-01 8.417724609375000222e-01 7.055664062500000000e-01 5.306640625000000333e-02 9.267382812500000178e-01
3.758691406249999867e-01 6.542724609375000222e-01 6.155664062500000311e-01 4.306640625000000139e-02 8.767382812499999734e-01
1.858691406249999845e-01 7.792724609375000222e-01 7.955664062500000799e-01 6.306640625000001221e-02 9.767382812500000622e-01
2.096191406249999778e-01 7.636474609375000222e-01 5.930664062500000666e-01 5.056640625000000111e-02 1.014238281249999929e+00
3.996191406249999800e-01 8.886474609375000222e-01 7.730664062500000044e-01 3.056640624999999722e-02 9.142382812500000622e-01
4.946191406250000089e-01 7.011474609375000222e-01 8.630664062499999734e-01 6.056640625000000999e-02 9.642382812499999956e-01
3.046191406250000067e-01 8.261474609375000222e-01 6.830664062500000355e-01 4.056640624999999917e-02 1.064238281249999973e+00
2.571191406249999645e-01 6.698974609375000222e-01 8.180664062500000444e-01 5.556640625000000555e-02 9.392382812499999734e-01
4.471191406250000222e-01 7.948974609375000222e-01 6.380664062499999956e-01 3.556640625000000167e-02 1.039238281250000062e+00
3.521191406249999933e-01 7.323974609375000222e-01 7.280664062500000755e-01 6.556640625000001443e-02 9.892382812500000178e-01
1.621191406249999911e-01 8.573974609375000222e-01 9.080664062500000133e-01 4.556640625000000361e-02 8.892382812500000400e-01
1.502441406249999944e-01 7.402099609375000222e-01 7.618164062500000222e-01 4.431640625000000250e-02 9.454882812500000622e-01
3.402441406249999689e-01 8.652099609375000222e-01 5.818164062500000844e-01 6.431640625000001332e-02 1.045488281250000151e+00
4.352441406249999978e-01 6.777099609375000222e-01 6.718164062500000533e-01 3.431640625000000056e-02 9.954882812500001066e-01
2.452441406249999956e-01 8.027099609375000222e-01 8.518164062499999911e-01 5.431640625000000444e-02 8.954882812500000178e-01
2.927441406249999822e-01 7.089599609375000222e-01 6.268164062500000133e-01 4.931640625000000000e-02 9.704882812499999734e-01
4.827441406249999845e-01 8.339599609375000222e-01 8.068164062500000622e-01 6.931640625000000389e-02 8.704882812499999956e-01
3.877441406250000111e-01 7.714599609375000222e-01 8.968164062500000311e-01 3.931640625000000500e-02 9.204882812500000400e-01
1.977441406250000089e-01 8.964599609375000222e-01 7.168164062499999822e-01 5.931640625000000888e-02 1.020488281250000018e+00
1.739941406249999878e-01 6.620849609375000222e-01 8.293164062500000266e-01 6.681640625000001554e-02 1.057988281250000107e+00
3.639941406250000178e-01 7.870849609375000222e-01 6.493164062500000888e-01 4.681640624999999778e-02 9.579882812500000178e-01
4.589941406249999911e-01 7.245849609375000222e-01 5.593164062500000089e-01 5.681640625000000666e-02 9.079882812499999734e-01
2.689941406249999889e-01 8.495849609375000222e-01 7.393164062500000577e-01 3.681640625000000278e-02 1.007988281250000062e+00
2.214941406250000022e-01 7.558349609375000222e-01 6.943164062500000178e-01 6.181640625000000416e-02 8.829882812499999512e-01
4.114941406250000044e-01 8.808349609375000222e-01 8.743164062499999556e-01 4.181640625000000028e-02 9.829882812500000400e-01
3.164941406250000311e-01 6.933349609375000222e-01 7.843164062500000977e-01 5.181640625000000222e-02 1.032988281249999973e+00
1.264941406250000011e-01 8.183349609375000222e-01 6.043164062500000488e-01 3.181640624999999833e-02 9.329882812499999956e-01
1.294628906249999933e-01 6.562255859375000222e-01 7.758789062500000000e-01 4.650390625000000444e-02 1.003300781250000107e+00
3.194628906249999956e-01 7.812255859375000222e-01 5.958789062500000622e-01 6.650390625000000833e-02 9.033007812500000178e-01
4.144628906250000244e-01 7.187255859375000222e-01 6.858789062500000311e-01 3.650390625000000250e-02 9.533007812500000622e-01
2.244628906249999944e-01 8.437255859375000222e-01 8.658789062500000799e-01 5.650390624999999944e-02 1.053300781250000151e+00
2.719628906250000089e-01 7.499755859375000222e-01 5.508789062500000222e-01 4.150390625000000000e-02 9.283007812500000400e-01
4.619628906250000111e-01 8.749755859375000222e-01 7.308789062500000711e-01 6.150390625000000389e-02 1.028300781250000018e+00
3.669628906249999822e-01 6.874755859375000222e-01 8.208789062500000400e-01 3.150390624999999806e-02 9.783007812499999734e-01
1.769628906249999800e-01 8.124755859375000222e-01 6.408789062499999911e-01 5.150390625000000194e-02 8.783007812499999956e-01
2.007128906250000011e-01 7.343505859375000222e-01 8.883789062500000444e-01 6.400390625000000611e-02 9.158007812499999734e-01
3.907128906249999756e-01 8.593505859375000222e-01 7.083789062500001066e-01 4.400390625000000222e-02 1.015800781250000062e+00
4.857128906250000044e-01 6.718505859375000222e-01 6.183789062500000266e-01 5.400390625000000416e-02 1.065800781250000107e+00
2.957128906250000022e-01 7.968505859375000222e-01 7.983789062500000755e-01 3.400390625000000028e-02 9.658007812500000178e-01
2.482128906249999878e-01 7.031005859375000222e-01 6.633789062500000666e-01 6.900390624999999667e-02 1.040800781249999973e+00
4.382128906250000178e-01 8.281005859375000222e-01 8.433789062500001155e-01 4.900390625000000666e-02 9.408007812499999956e-01
3.432128906249999889e-01 7.656005859375000222e-01 7.533789062500000355e-01 5.900390625000000167e-02 8.908007812499999512e-01
1.532128906249999867e-01 8.906005859375000222e-01 5.733789062500000977e-01 3.900390624999999778e-02 9.908007812500000400e-01
1.650878906250000111e-01 7.734130859375000222e-01 7.196289062500000888e-01 3.025390625000000042e-02 1.047050781250000062e+00
3.550878906250000133e-01 8.984130859375000222e-01 8.996289062500000266e-01 5.025390625000000777e-02 9.470507812499999734e-01
4.500878906249999867e-01 7.109130859375000222e-01 8.096289062500000577e-01 4.025390624999999889e-02 8.970507812500000400e-01
2.600878906249999845e-01 8.359130859375000222e-01 6.296289062500000089e-01 6.025390625000000278e-02 9.970507812500000178e-01
3.075878906250000266e-01 6.796630859375000222e-01 8.546289062500000977e-01 3.525390625000000139e-02 8.720507812500000178e-01
4.975878906249999734e-01 8.046630859375000222e-01 6.746289062500000488e-01 5.525390625000000527e-02 9.720507812499999956e-01
4.025878906250000000e-01 7.421630859375000222e-01 5.846289062500000799e-01 4.525390625000000333e-02 1.022050781249999929e+00
2.125878906249999978e-01 8.671630859375000222e-01 7.646289062500000178e-01 6.525390625000000722e-02 9.220507812500000622e-01
1.888378906250000044e-01 6.952880859375000222e-01 6.071289062500000444e-01 5.775390625000000056e-02 9.595507812500000400e-01
3.788378906250000067e-01 8.202880859375000222e-01 7.871289062499999822e-01 3.775390624999999667e-02 1.059550781250000018e+00
4.738378906249999800e-01 7.577880859375000222e-01 8.771289062500000622e-01 6.775390625000000944e-02 1.009550781249999973e+00
2.838378906249999778e-01 8.827880859375000222e-01 6.971289062500000133e-01 4.775390625000000555e-02 9.095507812499999956e-01
2.363378906249999911e-01 7.265380859375000222e-01 7.421289062500000533e-01 5.275390625000000305e-02 9.845507812500000622e-01
4.263378906249999933e-01 8.515380859375000222e-01 5.621289062500000044e-01 3.275390624999999917e-02 8.845507812499999734e-01
3.313378906249999645e-01 6.640380859375000222e-01 6.521289062500000844e-01 6.275390625000000500e-02 9.345507812500000178e-01
1.413378906249999900e-01 7.890380859375000222e-01 8.321289062500000222e-01 4.275390625000000111e-02 1.034550781250000107e+00
1.354003906250000056e-01 7.148193359375000222e-01 6.352539062500000000e-01 6.962890625000001110e-02 8.939257812499999956e-01
3.254003906250000355e-01 8.398193359375000222e-01 8.152539062500000488e-01 4.962890625000000722e-02 9.939257812500000844e-01
4.204003906250000089e-01 6.523193359375000222e-01 9.052539062500000178e-01 5.962890625000000222e-02 1.043925781250000018e+00
2.304003906250000067e-01 7.773193359375000222e-01 7.252539062500000799e-01 3.962890624999999833e-02 9.439257812500000400e-01
2.779003906249999933e-01 6.835693359375000222e-01 7.702539062500000089e-01 6.462890625000000666e-02 1.068925781250000151e+00
4.679003906249999956e-01 8.085693359375000222e-01 5.902539062500000711e-01 4.462890625000000278e-02 9.689257812500000622e-01
3.729003906250000222e-01 7.460693359375000222e-01 6.802539062500000400e-01 5.462890625000000472e-02 9.189257812500000178e-01
1.829003906249999922e-01 8.710693359375000222e-01 8.602539062500000888e-01 3.462890625000000083e-02 1.018925781250000107e+00
2.066503906250000133e-01 6.679443359375000222e-01 7.027539062500000044e-01 4.212890625000000056e-02 9.814257812500000178e-01
3.966503906250000155e-01 7.929443359375000222e-01 8.827539062500000533e-01 6.212890625000000444e-02 8.814257812500000400e-01
4.916503906249999889e-01 7.304443359375000222e-01 7.927539062499999734e-01 3.212890624999999861e-02 9.314257812499999734e-01
3.016503906249999867e-01 8.554443359375000222e-01 6.127539062500000355e-01 5.212890625000000250e-02 1.031425781250000062e+00
2.541503906250000000e-01 7.616943359375000222e-01 8.377539062500000133e-01 4.712890625000000500e-02 9.564257812499999956e-01
4.441503906250000022e-01 8.866943359375000222e-01 6.577539062500000755e-01 6.712890625000000888e-02 1.056425781249999973e+00
3.491503906249999734e-01 6.991943359375000222e-01 5.677539062499999956e-01 3.712890625000000305e-02 1.006425781249999929e+00
1.591503906249999989e-01 8.241943359375000222e-01 7.477539062500000444e-01 5.712890625000000000e-02 9.064257812500000622e-01
1.472753906250000022e-01 7.070068359375000222e-01 8.715039062500000711e-01 5.337890625000000361e-02 9.376757812500000622e-01
3.372753906250000044e-01 8.320068359375000222e-01 6.915039062500000222e-01 3.337890624999999972e-02 1.037675781249999929e+00
4.322753906249999778e-01 7.695068359375000222e-01 6.015039062500000533e-01 6.337890625000000555e-02 9.876757812499999956e-01
2.422753906250000033e-01 8.945068359375000222e-01 7.815039062499999911e-01 4.337890625000000167e-02 8.876757812500000178e-01
2.897753906250000178e-01 7.382568359375000222e-01 6.465039062499999822e-01 5.837890625000000111e-02 1.012675781250000018e+00
4.797753906250000200e-01 8.632568359375000222e-01 8.265039062500000311e-01 3.837890624999999722e-02 9.126757812500000400e-01
3.847753906249999911e-01 6.757568359375000222e-01 7.365039062500000622e-01 6.837890625000000999e-02 9.626757812499999734e-01
1.947753906249999889e-01 8.007568359375000222e-01 5.565039062500000133e-01 4.837890625000000611e-02 1.062675781250000062e+00
1.710253906249999956e-01 7.538818359375000222e-01 8.040039062499999556e-01 3.587890625000000194e-02 1.025175781249999973e+00
3.610253906249999978e-01 8.788818359375000222e-01 6.240039062500000178e-01 5.587890624999999889e-02 9.251757812499999956e-01
4.560253906250000266e-01 6.913818359375000222e-01 7.140039062500000977e-01 4.587890625000000389e-02 8.751757812499999512e-01
2.660253906249999689e-01 8.163818359375000222e-01 8.940039062500000355e-01 6.587890625000000777e-02 9.751757812500000400e-01
2.185253906249999822e-01 6.601318359375000222e-01 5.790039062500000888e-01 3.087890624999999750e-02 9.001757812499999734e-01
4.085253906249999845e-01 7.851318359375000222e-01 7.590039062500000266e-01 5.087890625000000139e-02 1.000175781250000062e+00
3.135253906250000111e-01 7.226318359375000222e-01 8.490039062500001066e-01 4.087890624999999944e-02 1.050175781250000107e+00
1.235253906249999950e-01 8.476318359375000222e-01 6.690039062500000577e-01 6.087890625000000333e-02 9.501757812500000178e-01
1.250097656249999911e-01 7.021240234375000222e-01 5.888476562500000178e-01 4.353515624999999833e-02 1.054082031250000107e+00
3.150097656249999933e-01 8.271240234375000222e-01 7.688476562500000666e-01 6.353515625000000222e-02 9.540820312500000178e-01
4.100097656250000222e-01 7.646240234375000222e-01 8.588476562500000355e-01 3.353515624999999639e-02 9.040820312499999734e-01
2.200097656249999922e-01 8.896240234375000222e-01 6.788476562500000977e-01 5.353515625000000722e-02 1.004082031250000062e+00
2.675097656250000067e-01 7.333740234375000222e-01 8.138476562500001066e-01 4.853515625000000278e-02 8.790820312499999512e-01
4.575097656250000089e-01 8.583740234375000222e-01 6.338476562500000577e-01 6.853515625000000666e-02 9.790820312500000400e-01
3.625097656250000355e-01 6.708740234375000222e-01 7.238476562500000266e-01 3.853515625000000083e-02 1.029082031249999973e+00
1.725097656250000056e-01 7.958740234375000222e-01 9.038476562499999645e-01 5.853515625000000472e-02 9.290820312499999956e-01
1.962597656249999989e-01 7.489990234375000222e-01 6.563476562500000222e-01 6.603515625000000444e-02 9.665820312499999734e-01
3.862597656249999734e-01 8.739990234375000222e-01 8.363476562500000711e-01 4.603515625000000056e-02 1.066582031250000062e+00
4.812597656250000022e-01 6.864990234375000222e-01 7.463476562499999911e-01 5.603515625000000250e-02 1.016582031250000018e+00
2.912597656250000000e-01 8.114990234375000222e-01 5.663476562500000533e-01 3.603515624999999861e-02 9.165820312500000400e-01
2.437597656250000133e-01 6.552490234375000222e-01 8.813476562500000000e-01 6.103515625000000000e-02 9.915820312499999956e-01
4.337597656250000155e-01 7.802490234375000222e-01 7.013476562500000622e-01 4.103515625000000305e-02 8.915820312500000178e-01
3.387597656249999867e-01 7.177490234375000222e-01 6.113476562500000933e-01 5.103515625000000500e-02 9.415820312500000622e-01
1.487597656249999845e-01 8.427490234375000222e-01 7.913476562500000311e-01 3.103515624999999764e-02 1.041582031249999929e+00
1.606347656250000089e-01 7.255615234375000222e-01 8.250976562500000888e-01 3.978515625000000194e-02 9.978320312499999734e-01
3.506347656250000111e-01 8.505615234375000222e-01 6.450976562500000400e-01 5.978515625000000583e-02 8.978320312499999956e-01
4.456347656249999845e-01 6.630615234375000222e-01 5.550976562500000711e-01 4.978515625000000389e-02 9.478320312500000400e-01
2.556347656249999822e-01 7.880615234375000222e-01 7.350976562500000089e-01 6.978515625000000777e-02 1.047832031250000018e+00
3.031347656249999689e-01 6.943115234375000222e-01 6.900976562500000799e-01 3.478515624999999750e-02 9.228320312500000178e-01
4.931347656250000266e-01 8.193115234375000222e-01 8.700976562500000178e-01 5.478515625000000833e-02 1.022832031250000107e+00
3.981347656249999978e-01 7.568115234375000222e-01 7.800976562500000488e-01 4.478515624999999944e-02 9.728320312500000622e-01
2.081347656249999956e-01 8.818115234375000222e-01 6.000976562500000000e-01 6.478515625000000333e-02 8.728320312499999734e-01
1.843847656250000022e-01 6.786865234375000222e-01 7.575976562499999734e-01 5.228515625000000611e-02 9.103320312500000622e-01
3.743847656250000044e-01 8.036865234375000222e-01 5.775976562500000355e-01 3.228515625000000222e-02 1.010332031249999929e+00
4.693847656249999778e-01 7.411865234375000222e-01 6.675976562500000044e-01 6.228515625000000805e-02 1.060332031249999973e+00
2.793847656250000311e-01 8.661865234375000222e-01 8.475976562500000533e-01 4.228515624999999722e-02 9.603320312499999956e-01
2.318847656249999889e-01 7.724365234375000222e-01 6.225976562500000755e-01 5.728515625000000361e-02 1.035332031250000062e+00
4.218847656249999911e-01 8.974365234375000222e-01 8.025976562500000133e-01 3.728515624999999972e-02 9.353320312499999734e-01
3.268847656250000178e-01 7.099365234375000222e-01 8.925976562499999822e-01 6.728515625000000555e-02 8.853320312500000400e-01
1.368847656249999878e-01 8.349365234375000222e-01 7.125976562500000444e-01 4.728515625000000167e-02 9.853320312500000178e-01
1.428222656250000000e-01 7.607177734375000222e-01 7.407226562500000000e-01 6.041015625000000638e-02 9.447070312499999956e-01
3.328222656250000022e-01 8.857177734375000222e-01 5.607226562500000622e-01 4.041015625000000250e-02 1.044707031249999973e+00
4.278222656249999756e-01 6.982177734375000222e-01 6.507226562500000311e-01 5.041015625000000444e-02 9.947070312500000400e-01
2.378222656250000011e-01 8.232177734375000222e-01 8.307226562500000799e-01 3.041015625000000056e-02 8.947070312499999512e-01
2.853222656249999600e-01 6.669677734375000222e-01 6.057226562499999911e-01 6.541015625000000389e-02 1.019707031250000062e+00
4.753222656250000178e-01 7.919677734375000222e-01 7.857226562500000400e-01 4.541015625000000000e-02 9.197070312499999734e-01
3.803222656249999889e-01 7.294677734375000222e-01 8.757226562500000089e-01 5.541015625000000888e-02 9.697070312500000178e-01
1.903222656249999867e-01 8.544677734375000222e-01 6.957226562500000711e-01 3.541015624999999806e-02 1.069707031250000107e+00
2.140722656249999800e-01 6.825927734375000222e-01 8.532226562500000444e-01 4.791015625000000222e-02 1.032207031250000018e+00
4.040722656249999822e-01 8.075927734375000222e-01 6.732226562499999956e-01 6.791015625000000611e-02 9.322070312500000400e-01
4.990722656250000111e-01 7.450927734375000222e-01 5.832226562500000266e-01 3.791015625000000028e-02 8.822070312499999956e-01
3.090722656250000089e-01 8.700927734375000222e-01 7.632226562500000755e-01 5.791015625000000416e-02 9.822070312499999734e-01
