# cosmological_parameters--omega_m cosmological_parameters--s_8 cosmological_parameters--h0 cosmological_parameters--omega_b cosmological_parameters--n_s intrinsic_alignment_parameters--a1 intrinsic_alignment_parameters--alpha1 intrinsic_alignment_parameters--a2 intrinsic_alignment_parameters--alpha2 intrinsic_alignment_parameters--bias_ta
3.344921874999999822e-01 9.697265625000000000e-01 8.544531250000000355e-01 3.179687500000000222e-02 1.051640625000000107e+00 -3.105468750000000000e+00 1.660156250000000000e+00 -1.230468750000000000e+00 -3.535156250000000000e+00 2.734375000000000000e-02
4.294921875000000111e-01 5.947265625000000000e-01 7.644531250000000666e-01 6.179687500000000805e-02 1.001640625000000062e+00 4.394531250000000000e+00 4.160156250000000000e+00 1.269531250000000000e+00 3.964843750000000000e+00 5.273437500000000000e-01
2.394921875000000089e-01 8.447265625000000000e-01 5.844531250000000178e-01 4.179687499999999722e-02 9.016406249999999734e-01 -6.054687500000000000e-01 -8.398437500000000000e-01 -3.730468750000000000e+00 -1.035156250000000000e+00 1.527343750000000000e+00
2.869921874999999956e-01 5.322265625000000000e-01 8.994531249999999645e-01 5.679687500000000361e-02 9.766406250000000400e-01 -1.855468750000000000e+00 -4.589843750000000000e+00 -2.480468750000000000e+00 2.148437500000000000e-01 7.773437500000000000e-01
4.769921874999999978e-01 7.822265625000000000e-01 7.194531250000000266e-01 3.679687499999999972e-02 8.766406249999999512e-01 3.144531250000000000e+00 4.101562500000000000e-01 2.519531250000000000e+00 -4.785156250000000000e+00 1.777343750000000000e+00
3.819921875000000244e-01 6.572265625000000000e-01 6.294531250000000577e-01 6.679687500000000555e-02 9.266406249999999956e-01 -4.355468750000000000e+00 2.910156250000000000e+00 -4.980468750000000000e+00 2.714843750000000000e+00 1.277343750000000000e+00
1.919921874999999944e-01 9.072265625000000000e-01 8.094531250000001066e-01 4.679687500000000167e-02 1.026640624999999973e+00 6.445312500000000000e-01 -2.089843750000000000e+00 1.953125000000000000e-02 -2.285156250000000000e+00 2.773437500000000000e-01
1.682421875000000011e-01 5.634765625000000000e-01 5.619531250000000533e-01 3.929687500000000194e-02 1.064140625000000062e+00 1.953125000000000000e-02 -2.714843750000000000e+00 -4.355468750000000000e+00 8.398437500000000000e-01 1.152343750000000000e+00
3.582421875000000311e-01 8.134765625000000000e-01 7.419531249999999911e-01 5.929687500000000583e-02 9.641406249999999734e-01 -4.980468750000000000e+00 2.285156250000000000e+00 6.445312500000000000e-01 -4.160156250000000000e+00 1.523437500000000000e-01
4.532421875000000044e-01 6.884765625000000000e-01 8.319531250000000711e-01 4.929687500000000389e-02 9.141406250000000400e-01 2.519531250000000000e+00 4.785156250000000000e+00 -1.855468750000000000e+00 3.339843750000000000e+00 6.523437500000000000e-01
2.632421875000000022e-01 9.384765625000000000e-01 6.519531250000000222e-01 6.929687500000000777e-02 1.014140625000000018e+00 -2.480468750000000000e+00 -2.148437500000000000e-01 3.144531250000000000e+00 -1.660156250000000000e+00 1.652343750000000000e+00
2.157421875000000155e-01 6.259765625000000000e-01 7.869531250000000311e-01 3.429687499999999750e-02 8.891406250000000178e-01 -1.230468750000000000e+00 -3.964843750000000000e+00 1.894531250000000000e+00 2.089843750000000000e+00 9.023437500000000000e-01
4.057421875000000178e-01 8.759765625000000000e-01 6.069531250000000933e-01 5.429687500000000833e-02 9.891406249999999956e-01 3.769531250000000000e+00 1.035156250000000000e+00 -3.105468750000000000e+00 -2.910156250000000000e+00 1.902343750000000000e+00
3.107421874999999889e-01 5.009765625000000000e-01 6.969531250000000622e-01 4.429687499999999944e-02 1.039140624999999929e+00 -3.730468750000000000e+00 3.535156250000000000e+00 4.394531250000000000e+00 4.589843750000000000e+00 1.402343750000000000e+00
1.207421875000000006e-01 7.509765625000000000e-01 8.769531250000000000e-01 6.429687500000000333e-02 9.391406250000000622e-01 1.269531250000000000e+00 -1.464843750000000000e+00 -6.054687500000000000e-01 -4.101562500000000000e-01 4.023437500000000000e-01
1.211132812499999961e-01 6.254882812500000000e-01 6.804296874999999911e-01 3.605468750000000167e-02 1.049101562499999973e+00 -6.152343750000000000e-01 2.177734375000000000e+00 -7.519531250000000000e-01 1.162109375000000000e+00 1.330078125000000000e+00
3.111132812499999845e-01 8.754882812500000000e-01 8.604296875000000400e-01 5.605468750000000555e-02 9.491015624999999956e-01 4.384765625000000000e+00 -2.822265625000000000e+00 4.248046875000000000e+00 -3.837890625000000000e+00 3.300781250000000000e-01
4.061132812500000133e-01 5.004882812500000000e-01 7.704296875000000711e-01 4.605468750000000361e-02 8.991015625000000622e-01 -3.115234375000000000e+00 -3.222656250000000000e-01 -3.251953125000000000e+00 3.662109375000000000e+00 8.300781250000000000e-01
2.161132812500000111e-01 7.504882812500000000e-01 5.904296875000000222e-01 6.605468750000001443e-02 9.991015625000000400e-01 1.884765625000000000e+00 4.677734375000000000e+00 1.748046875000000000e+00 -1.337890625000000000e+00 1.830078125000000000e+00
2.636132812499999978e-01 5.629882812500000000e-01 9.054296875000000799e-01 3.105468750000000069e-02 8.741015625000000400e-01 6.347656250000000000e-01 9.277343750000000000e-01 2.998046875000000000e+00 2.412109375000000000e+00 5.800781250000000000e-01
4.536132812500000000e-01 8.129882812500000000e-01 7.254296875000000311e-01 5.105468750000000111e-02 9.741015625000000178e-01 -4.365234375000000000e+00 -4.072265625000000000e+00 -2.001953125000000000e+00 -2.587890625000000000e+00 1.580078125000000000e+00
3.586132812500000266e-01 6.879882812500000000e-01 6.354296875000000622e-01 4.105468749999999917e-02 1.024101562500000062e+00 3.134765625000000000e+00 -1.572265625000000000e+00 4.980468750000000000e-01 4.912109375000000000e+00 1.080078125000000000e+00
1.686132812499999967e-01 9.379882812500000000e-01 8.154296875000000000e-01 6.105468750000000999e-02 9.241015624999999734e-01 -1.865234375000000000e+00 3.427734375000000000e+00 -4.501953125000000000e+00 -8.789062500000000000e-02 8.007812500000000000e-02
1.923632812499999900e-01 5.317382812500000000e-01 5.679296875000000577e-01 5.355468750000000333e-02 9.616015625000000622e-01 -2.490234375000000000e+00 1.552734375000000000e+00 1.123046875000000000e+00 1.787109375000000000e+00 1.455078125000000000e+00
3.823632812500000200e-01 7.817382812500000000e-01 7.479296874999999956e-01 3.355468749999999944e-02 1.061601562500000151e+00 2.509765625000000000e+00 -3.447265625000000000e+00 -3.876953125000000000e+00 -3.212890625000000000e+00 4.550781250000000000e-01
4.773632812499999933e-01 6.567382812500000000e-01 8.379296874999999645e-01 6.355468750000001221e-02 1.011601562500000107e+00 -4.990234375000000000e+00 -9.472656250000000000e-01 3.623046875000000000e+00 4.287109375000000000e+00 9.550781250000000000e-01
2.873632812499999911e-01 9.067382812500000000e-01 6.579296875000000266e-01 4.355468750000000139e-02 9.116015625000000178e-01 9.765625000000000000e-03 4.052734375000000000e+00 -1.376953125000000000e+00 -7.128906250000000000e-01 1.955078125000000000e+00
2.398632812500000044e-01 7.192382812500000000e-01 7.929296875000000355e-01 5.855468750000000777e-02 9.866015624999999734e-01 1.259765625000000000e+00 3.027343750000000000e-01 -2.626953125000000000e+00 5.371093750000000000e-01 7.050781250000000000e-01
4.298632812500000067e-01 9.692382812500000000e-01 6.129296875000000977e-01 3.855468750000000389e-02 8.866015624999999956e-01 -3.740234375000000000e+00 -4.697265625000000000e+00 2.373046875000000000e+00 -4.462890625000000000e+00 1.705078125000000000e+00
3.348632812499999778e-01 5.942382812500000000e-01 7.029296875000000666e-01 6.855468750000001665e-02 9.366015625000000400e-01 3.759765625000000000e+00 -2.197265625000000000e+00 -1.269531250000000000e-01 3.037109375000000000e+00 1.205078125000000000e+00
1.448632812500000033e-01 8.442382812500000000e-01 8.829296875000000044e-01 4.855468749999999889e-02 1.036601562500000018e+00 -1.240234375000000000e+00 2.802734375000000000e+00 4.873046875000000000e+00 -1.962890625000000000e+00 2.050781250000000000e-01
1.567382812500000000e-01 6.098632812500000000e-01 7.366796875000000133e-01 4.230468750000000028e-02 1.005351562500000018e+00 -3.427734375000000000e+00 -2.509765625000000000e+00 2.060546875000000000e+00 -1.650390625000000000e+00 1.517578125000000000e+00
3.467382812500000022e-01 8.598632812500000000e-01 5.566796875000000755e-01 6.230468750000000416e-02 9.053515625000000400e-01 1.572265625000000000e+00 2.490234375000000000e+00 -2.939453125000000000e+00 3.349609375000000000e+00 5.175781250000000000e-01
4.417382812499999756e-01 7.348632812500000000e-01 6.466796875000000444e-01 3.230468749999999833e-02 9.553515624999999734e-01 -9.277343750000000000e-01 4.990234375000000000e+00 4.560546875000000000e+00 -4.150390625000000000e+00 1.757812500000000000e-02
2.517382812499999734e-01 9.848632812500000000e-01 8.266796874999999822e-01 5.230468750000000222e-02 1.055351562500000062e+00 4.072265625000000000e+00 -9.765625000000000000e-03 -4.394531250000000000e-01 8.496093750000000000e-01 1.017578125000000000e+00
2.992382812499999600e-01 6.723632812500000000e-01 6.016796875000000044e-01 4.730468749999999778e-02 9.303515625000000622e-01 2.822265625000000000e+00 -3.759765625000000000e+00 -4.189453125000000000e+00 -4.003906250000000000e-01 2.675781250000000000e-01
4.892382812500000178e-01 9.223632812500000000e-01 7.816796875000000533e-01 6.730468750000001554e-02 1.030351562499999929e+00 -2.177734375000000000e+00 1.240234375000000000e+00 8.105468750000000000e-01 4.599609375000000000e+00 1.267578125000000000e+00
3.942382812499999889e-01 5.473632812500000000e-01 8.716796875000000222e-01 3.730468750000000278e-02 9.803515624999999956e-01 3.222656250000000000e-01 3.740234375000000000e+00 -1.689453125000000000e+00 -2.900390625000000000e+00 1.767578125000000000e+00
2.042382812499999867e-01 7.973632812500000000e-01 6.916796874999999734e-01 5.730468750000000666e-02 8.803515625000000178e-01 -4.677734375000000000e+00 -1.259765625000000000e+00 3.310546875000000000e+00 2.099609375000000000e+00 7.675781250000000000e-01
1.804882812499999933e-01 7.036132812500000000e-01 8.491796875000000577e-01 6.980468750000000389e-02 9.178515624999999956e-01 -4.052734375000000000e+00 -3.134765625000000000e+00 -2.314453125000000000e+00 -1.025390625000000000e+00 1.642578125000000000e+00
3.704882812499999956e-01 9.536132812500000000e-01 6.691796875000000089e-01 4.980468750000000000e-02 1.017851562499999973e+00 9.472656250000000000e-01 1.865234375000000000e+00 2.685546875000000000e+00 3.974609375000000000e+00 6.425781250000000000e-01
4.654882812500000244e-01 5.786132812500000000e-01 5.791796875000000400e-01 5.980468750000000888e-02 1.067851562500000018e+00 -1.552734375000000000e+00 4.365234375000000000e+00 -4.814453125000000000e+00 -3.525390625000000000e+00 1.425781250000000000e-01
2.754882812500000222e-01 8.286132812500000000e-01 7.591796875000000888e-01 3.980468750000000500e-02 9.678515625000000400e-01 3.447265625000000000e+00 -6.347656250000000000e-01 1.855468750000000000e-01 1.474609375000000000e+00 1.142578125000000000e+00
2.279882812499999800e-01 5.161132812500000000e-01 7.141796875000000488e-01 6.480468750000001332e-02 1.042851562500000107e+00 4.697265625000000000e+00 -4.384765625000000000e+00 3.935546875000000000e+00 -2.275390625000000000e+00 3.925781250000000000e-01
4.179882812499999822e-01 7.661132812500000000e-01 8.941796875000000977e-01 4.480468750000000250e-02 9.428515625000000178e-01 -3.027343750000000000e-01 6.152343750000000000e-01 -1.064453125000000000e+00 2.724609375000000000e+00 1.392578125000000000e+00
3.229882812500000089e-01 6.411132812500000000e-01 8.041796875000000178e-01 5.480468750000000444e-02 8.928515624999999734e-01 2.197265625000000000e+00 3.115234375000000000e+00 1.435546875000000000e+00 -4.775390625000000000e+00 1.892578125000000000e+00
1.329882812500000067e-01 8.911132812500000000e-01 6.241796875000000799e-01 3.480468750000000056e-02 9.928515625000000622e-01 -2.802734375000000000e+00 -1.884765625000000000e+00 -3.564453125000000000e+00 2.246093750000000000e-01 8.925781250000000000e-01
1.389257812499999911e-01 5.083007812500000000e-01 8.210546874999999911e-01 5.792968750000000722e-02 9.334765624999999956e-01 3.291015625000000000e+00 4.521484375000000000e+00 2.529296875000000000e+00 -4.619140625000000000e+00 1.298828125000000000e+00
3.289257812499999933e-01 7.583007812500000000e-01 6.410546875000000533e-01 3.792968750000000333e-02 1.033476562499999973e+00 -1.708984375000000000e+00 -4.785156250000000000e-01 -2.470703125000000000e+00 3.808593750000000000e-01 2.988281250000000000e-01
4.239257812500000222e-01 6.333007812500000000e-01 5.510546875000000844e-01 6.792968750000000222e-02 9.834765625000000400e-01 7.910156250000000000e-01 -2.978515625000000000e+00 2.929687500000000000e-02 -2.119140625000000000e+00 7.988281250000000000e-01
2.339257812499999922e-01 8.833007812500000000e-01 7.310546875000000222e-01 4.792968749999999833e-02 8.834765624999999512e-01 -4.208984375000000000e+00 2.021484375000000000e+00 -4.970703125000000000e+00 2.880859375000000000e+00 1.798828125000000000e+00
2.814257812500000067e-01 6.958007812500000000e-01 6.860546874999999822e-01 5.292968750000000278e-02 1.008476562500000062e+00 -2.958984375000000000e+00 3.271484375000000000e+00 -1.220703125000000000e+00 -3.369140625000000000e+00 5.488281250000000000e-01
4.714257812500000089e-01 9.458007812500000000e-01 8.660546875000000311e-01 3.292968749999999889e-02 9.084765624999999734e-01 2.041015625000000000e+00 -1.728515625000000000e+00 3.779296875000000000e+00 1.630859375000000000e+00 1.548828125000000000e+00
3.764257812499999800e-01 5.708007812500000000e-01 7.760546875000000622e-01 6.292968749999999778e-02 9.584765625000000178e-01 -4.589843750000000000e-01 -4.228515625000000000e+00 -3.720703125000000000e+00 -8.691406250000000000e-01 1.048828125000000000e+00
1.864257812499999778e-01 8.208007812500000000e-01 5.960546875000000133e-01 4.292968750000000083e-02 1.058476562500000107e+00 4.541015625000000000e+00 7.714843750000000000e-01 1.279296875000000000e+00 4.130859375000000000e+00 4.882812500000000000e-02
2.101757812499999989e-01 6.645507812500000000e-01 7.535546875000000977e-01 3.042968750000000014e-02 1.020976562500000018e+00 3.916015625000000000e+00 3.896484375000000000e+00 -3.095703125000000000e+00 -2.744140625000000000e+00 1.423828125000000000e+00
4.001757812499999734e-01 9.145507812500000000e-01 5.735546875000000488e-01 5.042968750000000056e-02 9.209765625000000400e-01 -1.083984375000000000e+00 -1.103515625000000000e+00 1.904296875000000000e+00 2.255859375000000000e+00 4.238281250000000000e-01
4.951757812500000022e-01 5.395507812500000000e-01 6.635546875000000178e-01 4.042968749999999861e-02 8.709765624999999956e-01 1.416015625000000000e+00 -3.603515625000000000e+00 -5.957031250000000000e-01 -2.441406250000000000e-01 9.238281250000000000e-01
3.051757812500000000e-01 7.895507812500000000e-01 8.435546874999999556e-01 6.042968750000000944e-02 9.709765624999999734e-01 -3.583984375000000000e+00 1.396484375000000000e+00 4.404296875000000000e+00 4.755859375000000000e+00 1.923828125000000000e+00
2.576757812500000133e-01 6.020507812500000000e-01 6.185546875000000888e-01 3.542968750000000111e-02 8.959765625000000178e-01 -4.833984375000000000e+00 2.646484375000000000e+00 6.542968750000000000e-01 -3.994140625000000000e+00 6.738281250000000000e-01
4.476757812500000155e-01 8.520507812500000000e-01 7.985546875000000266e-01 5.542968750000000500e-02 9.959765625000001066e-01 1.660156250000000000e-01 -2.353515625000000000e+00 -4.345703125000000000e+00 1.005859375000000000e+00 1.673828125000000000e+00
3.526757812499999867e-01 7.270507812500000000e-01 8.885546875000001066e-01 4.542968750000000305e-02 1.045976562500000151e+00 -2.333984375000000000e+00 -4.853515625000000000e+00 3.154296875000000000e+00 -1.494140625000000000e+00 1.173828125000000000e+00
1.626757812499999845e-01 9.770507812500000000e-01 7.085546875000000577e-01 6.542968750000000000e-02 9.459765625000000622e-01 2.666015625000000000e+00 1.464843750000000000e-01 -1.845703125000000000e+00 3.505859375000000000e+00 1.738281250000000000e-01
1.508007812499999878e-01 7.426757812500000000e-01 5.848046875000000311e-01 6.417968749999999889e-02 8.897265625000000400e-01 4.785156250000000000e-01 -1.660156250000000000e-01 -4.033203125000000000e+00 2.568359375000000000e+00 1.611328125000000000e+00
3.408007812500000178e-01 9.926757812500000000e-01 7.648046875000000799e-01 4.417968750000000194e-02 9.897265625000000178e-01 -4.521484375000000000e+00 4.833984375000000000e+00 9.667968750000000000e-01 -2.431640625000000000e+00 6.113281250000000000e-01
4.358007812499999911e-01 6.176757812500000000e-01 8.548046875000000488e-01 5.417968750000000389e-02 1.039726562500000062e+00 2.978515625000000000e+00 2.333984375000000000e+00 -1.533203125000000000e+00 6.835937500000000000e-02 1.113281250000000000e-01
2.458007812499999889e-01 8.676757812500000000e-01 6.748046875000000000e-01 3.417968750000000000e-02 9.397265624999999734e-01 -2.021484375000000000e+00 -2.666015625000000000e+00 3.466796875000000000e+00 -4.931640625000000000e+00 1.111328125000000000e+00
2.933007812500000311e-01 5.551757812500000000e-01 8.098046875000000089e-01 6.917968750000000333e-02 1.064726562499999973e+00 -7.714843750000000000e-01 -1.416015625000000000e+00 2.216796875000000000e+00 3.818359375000000000e+00 3.613281250000000000e-01
4.833007812499999778e-01 8.051757812500000000e-01 6.298046875000000711e-01 4.917968749999999944e-02 9.647265624999999956e-01 4.228515625000000000e+00 3.583984375000000000e+00 -2.783203125000000000e+00 -1.181640625000000000e+00 1.361328125000000000e+00
3.883007812500000044e-01 6.801757812500000000e-01 7.198046875000000400e-01 5.917968750000000833e-02 9.147265625000000622e-01 -3.271484375000000000e+00 1.083984375000000000e+00 4.716796875000000000e+00 1.318359375000000000e+00 1.861328125000000000e+00
1.983007812500000022e-01 9.301757812500000000e-01 8.998046875000000888e-01 3.917968750000000444e-02 1.014726562499999929e+00 1.728515625000000000e+00 -3.916015625000000000e+00 -2.832031250000000000e-01 -3.681640625000000000e+00 8.613281250000000000e-01
1.745507812500000089e-01 5.864257812500000000e-01 6.523046875000000355e-01 4.667968749999999722e-02 9.772265625000000622e-01 2.353515625000000000e+00 -7.910156250000000000e-01 4.091796875000000000e+00 4.443359375000000000e+00 1.736328125000000000e+00
3.645507812500000111e-01 8.364257812500000000e-01 8.323046874999999734e-01 6.667968750000000111e-02 8.772265624999999734e-01 -2.646484375000000000e+00 4.208984375000000000e+00 -9.082031250000000000e-01 -5.566406250000000000e-01 7.363281250000000000e-01
4.595507812499999845e-01 7.114257812500000000e-01 7.423046875000000044e-01 3.667968750000000222e-02 9.272265625000000178e-01 4.853515625000000000e+00 1.708984375000000000e+00 1.591796875000000000e+00 1.943359375000000000e+00 2.363281250000000000e-01
2.695507812499999822e-01 9.614257812500000000e-01 5.623046875000000666e-01 5.667968750000000611e-02 1.027226562500000107e+00 -1.464843750000000000e-01 -3.291015625000000000e+00 -3.408203125000000000e+00 -3.056640625000000000e+00 1.236328125000000000e+00
2.220507812499999956e-01 6.489257812500000000e-01 8.773046875000000133e-01 4.167968749999999972e-02 9.522265625000000400e-01 -1.396484375000000000e+00 -2.041015625000000000e+00 -2.158203125000000000e+00 3.193359375000000000e+00 4.863281250000000000e-01
4.120507812499999978e-01 8.989257812500000000e-01 6.973046875000000755e-01 6.167968750000000361e-02 1.052226562500000018e+00 3.603515625000000000e+00 2.958984375000000000e+00 2.841796875000000000e+00 -1.806640625000000000e+00 1.486328125000000000e+00
3.170507812499999689e-01 5.239257812500000000e-01 6.073046874999999956e-01 3.167968749999999778e-02 1.002226562499999973e+00 -3.896484375000000000e+00 4.589843750000000000e-01 -4.658203125000000000e+00 6.933593750000000000e-01 1.986328125000000000e+00
1.270507812499999944e-01 7.739257812500000000e-01 7.873046875000000444e-01 5.167968750000000167e-02 9.022265624999999956e-01 1.103515625000000000e+00 -4.541015625000000000e+00 3.417968750000000000e-01 -4.306640625000000000e+00 9.863281250000000000e-01
1.300195312499999867e-01 5.747070312500000000e-01 6.157421874999999822e-01 6.636718750000000777e-02 1.035039062500000107e+00 1.806640625000000000e+00 3.193359375000000000e+00 3.701171875000000000e+00 1.396484375000000000e+00 1.908203125000000000e+00
3.200195312499999889e-01 8.247070312500000000e-01 7.957421875000000311e-01 4.636718750000000389e-02 9.350390625000000178e-01 -3.193359375000000000e+00 -1.806640625000000000e+00 -1.298828125000000000e+00 -3.603515625000000000e+00 9.082031250000000000e-01
4.150195312500000178e-01 6.997070312500000000e-01 8.857421875000000000e-01 5.636718749999999889e-02 8.850390624999999734e-01 4.306640625000000000e+00 -4.306640625000000000e+00 1.201171875000000000e+00 3.896484375000000000e+00 4.082031250000000000e-01
2.250195312500000155e-01 9.497070312500000000e-01 7.057421875000000622e-01 3.636718750000000194e-02 9.850390625000000622e-01 -6.933593750000000000e-01 6.933593750000000000e-01 -3.798828125000000000e+00 -1.103515625000000000e+00 1.408203125000000000e+00
2.725195312500000022e-01 6.372070312500000000e-01 7.507421874999999911e-01 6.136718750000000333e-02 9.100390624999999956e-01 -1.943359375000000000e+00 4.443359375000000000e+00 -4.882812500000000000e-02 1.464843750000000000e-01 1.582031250000000000e-01
4.625195312500000044e-01 8.872070312500000000e-01 5.707421875000000533e-01 4.136718749999999944e-02 1.010039062499999973e+00 3.056640625000000000e+00 -5.566406250000000000e-01 4.951171875000000000e+00 -4.853515625000000000e+00 1.158203125000000000e+00
3.675195312500000311e-01 5.122070312500000000e-01 6.607421875000000222e-01 5.136718750000000139e-02 1.060039062500000018e+00 -4.443359375000000000e+00 -3.056640625000000000e+00 -2.548828125000000000e+00 2.646484375000000000e+00 1.658203125000000000e+00
1.775195312500000011e-01 7.622070312500000000e-01 8.407421875000000711e-01 3.136718749999999750e-02 9.600390625000000400e-01 5.566406250000000000e-01 1.943359375000000000e+00 2.451171875000000000e+00 -2.353515625000000000e+00 6.582031250000000000e-01
2.012695312499999944e-01 7.309570312500000000e-01 7.282421875000000266e-01 4.386718750000000167e-02 9.225390625000000622e-01 1.181640625000000000e+00 2.568359375000000000e+00 -3.173828125000000000e+00 7.714843750000000000e-01 1.783203125000000000e+00
3.912695312500000244e-01 9.809570312500000000e-01 9.082421874999999645e-01 6.386718750000000555e-02 1.022539062499999929e+00 -3.818359375000000000e+00 -2.431640625000000000e+00 1.826171875000000000e+00 -4.228515625000000000e+00 7.832031250000000000e-01
4.862695312499999978e-01 6.059570312500000000e-01 8.182421875000001066e-01 3.386718749999999972e-02 9.725390624999999956e-01 3.681640625000000000e+00 -4.931640625000000000e+00 -6.738281250000000000e-01 3.271484375000000000e+00 2.832031250000000000e-01
2.962695312499999956e-01 8.559570312500000000e-01 6.382421875000000577e-01 5.386718750000000361e-02 8.725390625000000178e-01 -1.318359375000000000e+00 6.835937500000000000e-02 4.326171875000000000e+00 -1.728515625000000000e+00 1.283203125000000000e+00
2.487695312500000089e-01 5.434570312500000000e-01 8.632421875000000355e-01 4.886718750000000611e-02 9.975390625000000178e-01 -6.835937500000000000e-02 3.818359375000000000e+00 5.761718750000000000e-01 2.021484375000000000e+00 3.320312500000000000e-02
4.387695312500000111e-01 7.934570312500000000e-01 6.832421875000000977e-01 6.886718750000000999e-02 8.975390625000000400e-01 4.931640625000000000e+00 -1.181640625000000000e+00 -4.423828125000000000e+00 -2.978515625000000000e+00 1.033203125000000000e+00
3.437695312499999822e-01 6.684570312500000000e-01 5.932421875000000178e-01 3.886718749999999722e-02 9.475390624999999734e-01 -2.568359375000000000e+00 -3.681640625000000000e+00 3.076171875000000000e+00 4.521484375000000000e+00 1.533203125000000000e+00
1.537695312499999800e-01 9.184570312500000000e-01 7.732421875000000666e-01 5.886718750000000111e-02 1.047539062500000062e+00 2.431640625000000000e+00 1.318359375000000000e+00 -1.923828125000000000e+00 -4.785156250000000000e-01 5.332031250000000000e-01
1.656445312500000044e-01 6.840820312500000000e-01 8.969921874999999822e-01 5.011718750000000722e-02 9.912890625000000400e-01 4.619140625000000000e+00 -1.494140625000000000e+00 -4.736328125000000000e+00 -7.910156250000000000e-01 1.220703125000000000e+00
3.556445312500000067e-01 9.340820312500000000e-01 7.169921875000000444e-01 3.011718749999999986e-02 8.912890624999999512e-01 -3.808593750000000000e-01 3.505859375000000000e+00 2.636718750000000000e-01 4.208984375000000000e+00 2.207031250000000000e-01
4.506445312499999800e-01 5.590820312500000000e-01 6.269921875000000755e-01 6.011718750000000222e-02 9.412890624999999956e-01 2.119140625000000000e+00 1.005859375000000000e+00 -2.236328125000000000e+00 -3.291015625000000000e+00 7.207031250000000000e-01
2.606445312499999778e-01 8.090820312500000000e-01 8.069921875000000133e-01 4.011718749999999833e-02 1.041289062499999973e+00 -2.880859375000000000e+00 -3.994140625000000000e+00 2.763671875000000000e+00 1.708984375000000000e+00 1.720703125000000000e+00
3.081445312499999645e-01 6.215820312500000000e-01 6.719921875000000044e-01 5.511718750000000472e-02 9.662890625000000178e-01 -4.130859375000000000e+00 -2.441406250000000000e-01 1.513671875000000000e+00 -2.041015625000000000e+00 9.707031250000000000e-01
4.981445312500000222e-01 8.715820312500000000e-01 8.519921875000000533e-01 3.511718750000000083e-02 1.066289062500000107e+00 8.691406250000000000e-01 4.755859375000000000e+00 -3.486328125000000000e+00 2.958984375000000000e+00 1.970703125000000000e+00
4.031445312499999933e-01 7.465820312500000000e-01 7.619921874999999734e-01 6.511718750000000666e-02 1.016289062500000062e+00 -1.630859375000000000e+00 2.255859375000000000e+00 4.013671875000000000e+00 -4.541015625000000000e+00 1.470703125000000000e+00
2.131445312499999911e-01 9.965820312500000000e-01 5.819921875000000355e-01 4.511718750000000278e-02 9.162890624999999734e-01 3.369140625000000000e+00 -2.744140625000000000e+00 -9.863281250000000000e-01 4.589843750000000000e-01 4.707031250000000000e-01
1.893945312499999978e-01 5.278320312500000000e-01 7.844921875000000488e-01 3.761718750000000305e-02 8.787890624999999956e-01 2.744140625000000000e+00 -2.119140625000000000e+00 4.638671875000000000e+00 -1.416015625000000000e+00 1.095703125000000000e+00
3.793945312500000000e-01 7.778320312500000000e-01 6.044921875000000000e-01 5.761718750000000000e-02 9.787890624999999734e-01 -2.255859375000000000e+00 2.880859375000000000e+00 -3.613281250000000000e-01 3.583984375000000000e+00 9.570312500000000000e-02
4.743945312499999734e-01 6.528320312500000000e-01 6.944921875000000799e-01 4.761718750000000500e-02 1.028789062500000018e+00 2.441406250000000000e-01 3.808593750000000000e-01 2.138671875000000000e+00 -3.916015625000000000e+00 5.957031250000000000e-01
2.843945312500000266e-01 9.028320312500000000e-01 8.744921875000000178e-01 6.761718750000000888e-02 9.287890625000000400e-01 -4.755859375000000000e+00 -4.619140625000000000e+00 -2.861328125000000000e+00 1.083984375000000000e+00 1.595703125000000000e+00
2.368945312499999845e-01 7.153320312500000000e-01 5.594921875000000711e-01 3.261718749999999861e-02 1.053789062500000151e+00 -3.505859375000000000e+00 -8.691406250000000000e-01 -1.611328125000000000e+00 -1.660156250000000000e-01 8.457031250000000000e-01
4.268945312499999867e-01 9.653320312500000000e-01 7.394921875000000089e-01 5.261718750000000250e-02 9.537890625000000622e-01 1.494140625000000000e+00 4.130859375000000000e+00 3.388671875000000000e+00 4.833984375000000000e+00 1.845703125000000000e+00
3.318945312500000133e-01 5.903320312500000000e-01 8.294921875000000888e-01 4.261718750000000056e-02 9.037890625000000178e-01 -1.005859375000000000e+00 1.630859375000000000e+00 -4.111328125000000000e+00 -2.666015625000000000e+00 1.345703125000000000e+00
1.418945312500000111e-01 8.403320312500000000e-01 6.494921875000000400e-01 6.261718750000000444e-02 1.003789062500000107e+00 3.994140625000000000e+00 -3.369140625000000000e+00 8.886718750000000000e-01 2.333984375000000000e+00 3.457031250000000000e-01
1.359570312499999989e-01 6.918945312500000000e-01 8.013671875000000222e-01 4.949218750000000666e-02 9.506640625000000178e-01 -4.599609375000000000e+00 8.496093750000000000e-01 -5.175781250000000000e-01 -2.822265625000000000e+00 1.939453125000000000e+00
3.259570312499999734e-01 9.418945312500000000e-01 6.213671875000000844e-01 6.949218749999999667e-02 1.050664062500000107e+00 4.003906250000000000e-01 -4.150390625000000000e+00 4.482421875000000000e+00 2.177734375000000000e+00 9.394531250000000000e-01
