om s8 a1 alpha1 sig8 map3-chi2 prior like post weight
3.429639556717706261e-01 7.624797066245143640e-01 1.579660134375746594e-01 -4.563084726326290586e+00 7.131233829956838965e-01 8.437622727184944660e-01 3.142666049173541509e+01 3.337230503435546780e+03 3.368657163927281999e+03 1.501937281720767980e-04
3.069898170486674016e-01 7.933049536617062802e-01 1.923899108145294079e+00 1.453934321071467473e+00 7.842216153788135191e-01 3.293853461200310306e+00 3.129638232012845478e+01 3.337236290218986142e+03 3.368532672539114628e+03 1.507635575238652293e-04
3.407514326270303373e-01 7.435167070341490714e-01 1.866098883571797984e+00 2.972858525521587580e+00 6.976418319468293827e-01 9.546533980373338446e-01 3.087347182963266690e+01 3.337239284787373435e+03 3.368112756617006198e+03 1.509135767819811953e-04
3.455803763874908396e-01 7.423509620233977868e-01 8.890966295013438270e-01 -6.870265810560303166e-01 6.916643096761022624e-01 8.846362020538220960e-01 2.725962945575869867e+01 3.337245291805738361e+03 3.364504921261497202e+03 1.515195034245230942e-04
3.222640574122644930e-01 7.519878426276390693e-01 4.171004528991204552e-01 -2.710820259014074640e+00 7.255469343487860323e-01 8.867203618530183906e-01 3.020454153470500458e+01 3.337252182229726259e+03 3.367456723764431445e+03 1.522623128848103866e-04
3.799683206564528071e-01 7.646258626809404602e-01 1.065157321125318468e+00 -9.912154263111130348e-01 6.794162284294699150e-01 1.095667691567581370e+00 2.729669967539416575e+01 3.337260988904921305e+03 3.364557688580315698e+03 1.533022482290414244e-04
2.808770384002295395e-01 7.918812993704268388e-01 1.331400464676365303e+00 9.554520382804003731e-01 8.183942997329781699e-01 4.180809911114699240e+00 3.255890753637464741e+01 3.337262084465531643e+03 3.369820992001906234e+03 1.531636583197604098e-04
2.543933085518340076e-01 7.488373561730866657e-01 2.042267930666756826e-01 -4.412257497502009684e+00 8.131960994270119869e-01 1.266183781265535657e+00 3.135506251114474807e+01 3.337273628990729776e+03 3.368628691501874528e+03 1.546325314132372057e-04
3.773744198270904127e-01 7.305397103185982122e-01 9.811679069135479381e-01 -6.477303071913249610e-01 6.513557123931337234e-01 9.498773160006429572e-01 3.075102270653082925e+01 3.337274037670289090e+03 3.368025060376819965e+03 1.543866571894362888e-04
4.337689764113971114e-01 7.317095431722356880e-01 7.334677933931637028e-01 -2.530049627507123589e+00 6.085133391923921442e-01 1.178594703862761328e+00 3.254200182292090915e+01 3.337299574504912925e+03 3.369841576327833991e+03 1.580635316588635618e-04
3.253861820870787014e-01 7.442754072258227493e-01 7.677003528553969502e-01 1.556230173460121158e+00 7.146522136790591784e-01 6.996501327084446720e-01 3.162186830258883319e+01 3.337305588036702375e+03 3.368927456339290984e+03 1.586991994510812947e-04
3.625414528955740456e-01 7.710024052540288553e-01 2.035065335101233330e+00 2.816293072207387560e+00 7.013543982425896051e-01 1.444737341786734852e+00 3.033559280953351234e+01 3.337308830321749156e+03 3.367644423131282565e+03 1.588964716022543775e-04
4.623872112513107702e-01 7.613871114932282413e-01 8.926459568553921642e-01 -1.139471479961047251e+00 6.132862691628666596e-01 1.272177782870218099e+00 2.926056133737993292e+01 3.337309099232335484e+03 3.366569660569715325e+03 1.586216455452706250e-04
3.285039601442270030e-01 7.671128894482357463e-01 1.777709982007999123e+00 2.460355908359391996e+00 7.330770148942459263e-01 1.054873079915687351e+00 3.106718924776384583e+01 3.337313844206110844e+03 3.368381033453874807e+03 1.590576559472177854e-04
3.717448494730805075e-01 7.479978830019341496e-01 6.760095928373042184e-01 -3.647268813226971496e+00 6.719524102075253857e-01 1.473953183283013946e+00 2.921061304735746234e+01 3.337319674997522725e+03 3.366530288044880308e+03 1.596681412239288897e-04
4.478524471243306992e-01 7.705334354255354290e-01 4.354872540556966598e-01 -3.548225800483157943e+00 6.306445401917308846e-01 1.094296975159691598e+00 3.061180726482270487e+01 3.337325063465563289e+03 3.367936870730386090e+03 1.602100892858728161e-04
3.862429227224098982e-01 7.667313700139243293e-01 2.261845172097451062e+00 3.037414461503255225e+00 6.757306096537418760e-01 1.006915426533709468e+00 2.941373686333864157e+01 3.337327329824439403e+03 3.366741066687778130e+03 1.602527683489259297e-04
2.949388309959040111e-01 7.696050785241206338e-01 1.393534958040330451e+00 -8.349555717761205642e-01 7.761802269413635713e-01 3.171603025313074475e+00 2.932997050577164089e+01 3.337327808953625208e+03 3.366657779459396806e+03 1.600092298329113211e-04
4.202757466707470746e-01 7.541630513123931401e-01 3.164467180474437313e-01 -3.381695914770836087e+00 6.371749805629546293e-01 9.013997812075013050e-01 2.901575954253240752e+01 3.337330148661807016e+03 3.366345908204339594e+03 1.600635955111678866e-04
3.724061861321539268e-01 7.451091969243551771e-01 7.171951534007572349e-01 7.311760683743777633e-01 6.687628009432535769e-01 8.910001801983007397e-01 3.202319833045196873e+01 3.337334114350363507e+03 3.369357312680815539e+03 1.603785401292880857e-04
3.801388137422850866e-01 7.824019670894458711e-01 1.520094217750989074e+00 1.829216632851728086e+00 6.950554506922527187e-01 1.921168183870004320e+00 2.977451678781601530e+01 3.337336080331976518e+03 3.367110597119792601e+03 1.603730844028509236e-04
3.841082490894817125e-01 7.416482201219929404e-01 6.642575019860537111e-01 -8.567756185157122673e-01 6.554382300559453700e-01 1.023026747497260747e+00 3.119520064795819891e+01 3.337340258898020238e+03 3.368535459545978483e+03 1.607228486127446065e-04
3.364911154489379497e-01 7.252426478397261400e-01 5.704224883757440523e-01 -4.075117511791289004e+00 6.847896082941052898e-01 1.329081614407896961e+00 3.100595188666401825e+01 3.337345404069231790e+03 3.368351355955895997e+03 1.612291452667165270e-04
3.691959903363559725e-01 7.326744429061230468e-01 6.997723620663762745e-01 -1.031506505388240402e+00 6.604549238246780751e-01 8.761637641253281483e-01 2.898107574761765193e+01 3.337348526888686592e+03 3.366329602636304116e+03 1.614102781583748206e-04
4.177759669720052527e-01 7.410104920624084324e-01 1.374692764109303411e+00 1.615376443735430989e+00 6.279329288190742542e-01 1.096244559770071181e+00 3.136896299060242299e+01 3.337350908041918501e+03 3.368719871032521041e+03 1.614718119337195303e-04
2.096567411592349106e-01 7.796126660729902902e-01 8.571360611903289239e-01 2.379845561105726759e+00 9.325778543869206461e-01 3.330887749956465083e+00 3.024755342253085288e+01 3.337352504740334552e+03 3.367600058162865480e+03 1.614067032263161606e-04
2.608998983502298086e-01 7.650181141491569914e-01 1.324978542688542760e+00 -7.261053417426666101e-04 8.203428381907366118e-01 1.828493157943213099e+00 3.244606399310879397e+01 3.337354596718798803e+03 3.369800660711907767e+03 1.614215498497805596e-04
4.094035771219715070e-01 7.318276722638793474e-01 1.223346561945958477e+00 5.607277020818433044e-01 6.264604211738468154e-01 1.171758236691589516e+00 3.121178372194881590e+01 3.337356427014974543e+03 3.368568210736923447e+03 1.613941583197501389e-04
3.642857318059581351e-01 8.053233615552595204e-01 6.656995380367014548e-01 -2.307844219315906109e+00 7.308190246988386374e-01 3.975935600813841564e+00 3.108590316526950303e+01 3.337360713537854735e+03 3.368446616703124164e+03 1.617636119766408204e-04
2.648157957140920837e-01 7.352692968318561562e-01 5.330173893489682513e-01 -1.382668638895204971e+00 7.825914798970159403e-01 9.367693951322804136e-01 3.025556246251292336e+01 3.337361026310079524e+03 3.367616588772592422e+03 1.614909100373386182e-04
3.276935233988114149e-01 8.046897749172672309e-01 4.572460574354275664e-01 -4.295925350482463045e+00 7.699369834698792658e-01 4.460500029536237143e+00 2.945266676640970616e+01 3.337362525975504923e+03 3.366815192741914416e+03 1.614101307615882584e-04
3.904000348432029588e-01 7.405121682868229804e-01 1.428224665876996369e+00 1.625209242885263805e-01 6.491392999721613544e-01 1.118502082850950652e+00 2.771960861042836655e+01 3.337363156310609611e+03 3.365082764921037779e+03 1.611892043038886714e-04
3.564914482117379491e-01 7.683401217174701259e-01 2.264085189211993310e+00 3.618610724664751643e+00 7.048384400977101283e-01 1.247421626029453057e+00 2.869200614016335038e+01 3.337363362921790213e+03 3.366055369061953570e+03 1.609003884440654141e-04
4.158161598202213538e-01 7.211126132445857539e-01 9.709798081466756159e-01 -4.285802978556922938e-01 6.125097944514084070e-01 1.533355630017261273e+00 2.905204428841690856e+01 3.337373004362733809e+03 3.366425048651150519e+03 1.621346088656565451e-04
3.293799036503297639e-01 7.981615997845683541e-01 8.907095635282811230e-01 -7.996800190888189164e-01 7.617332408786937625e-01 2.880045664712069797e+00 3.031436921458947964e+01 3.337383570404997499e+03 3.367697939619587032e+03 1.635294262811211731e-04
3.168480375332763388e-01 7.935412819312857025e-01 8.427788846874353368e-01 -3.448055189354359840e-02 7.721552725316019883e-01 3.183059773818701643e+00 3.156438054176078722e+01 3.337395500584794263e+03 3.368959881126555047e+03 1.651613923338740878e-04
4.356194063019054319e-01 7.771140754524746841e-01 1.325392796638686477e+00 6.319307387717989499e-01 6.448991330966854507e-01 1.340270491444832901e+00 3.112587723462323552e+01 3.337412203079903065e+03 3.368538080314526269e+03 1.676076156246553758e-04
2.666494335715328678e-01 7.937701575726668901e-01 1.582667723311526053e+00 7.442462005844294737e-01 8.419475971799603720e-01 4.034469533140611297e+00 3.177767897106292949e+01 3.337414279292094761e+03 3.369191958263157630e+03 1.676203898551648585e-04
4.012715157505079011e-01 7.480288208138675676e-01 5.883928681833552332e-01 -3.229820483411307119e+00 6.467847809425806282e-01 1.379875881022851525e+00 3.100920262357676549e+01 3.337415523917877181e+03 3.368424726541453765e+03 1.674938215435732732e-04
2.642514648291748314e-01 7.712914679060387524e-01 1.439721789860060497e+00 9.310434221365992968e-01 8.218081668848592480e-01 1.710032466527605211e+00 3.087118515708057132e+01 3.337421467201711494e+03 3.368292652358792111e+03 1.681556011573200418e-04
3.794100676911268399e-01 7.255914965921925752e-01 1.023377805744275726e+00 8.831610502677644803e-01 6.452059837311231449e-01 1.060574564678248066e+00 3.140596427808716484e+01 3.337432111019061267e+03 3.368838075297148407e+03 1.696154075206803360e-04
3.718584564894399369e-01 7.496018570893910882e-01 6.541303870213095450e-01 -1.595687569803247996e-01 6.732904431526076650e-01 1.078503202746257994e+00 2.839216781178982529e+01 3.337441892306223508e+03 3.365834060118013440e+03 1.709403820319041175e-04
3.070399127890681701e-01 7.747231803500386205e-01 1.471036595266030922e+00 -5.721491426802112201e-01 7.657901235992637945e-01 2.559592446834902280e+00 3.075541302132605281e+01 3.337445846021162652e+03 3.368201259042488800e+03 1.712746772624500473e-04
2.821924874072032630e-01 7.577937530451684944e-01 3.500717275656262117e-01 -3.938649187958707110e+00 7.813379600413536963e-01 1.975906707483040314e+00 3.051723034750414243e+01 3.337452545969104449e+03 3.367969776316608659e+03 1.720815539832612636e-04
3.405698055253750800e-01 7.580197362079422740e-01 6.943762145781740003e-01 -2.856371489041928502e+00 7.114396571017708171e-01 1.477114269721427009e+00 2.833180008592168519e+01 3.337453201790248841e+03 3.365785001876170554e+03 1.718504009872539565e-04
2.593766756002264806e-01 7.388840052478125031e-01 3.399759690208794538e-01 -1.978122733288157242e+00 7.946418489061479740e-01 8.764126260349995867e-01 3.257136032935966341e+01 3.337455903925311304e+03 3.370027264254671081e+03 1.719711055497875625e-04
3.879805943299136084e-01 7.528807322532400370e-01 1.789251507612102721e+00 1.750352336111722806e+00 6.620363081635922686e-01 9.076218358537628816e-01 3.094294610389484390e+01 3.337456563818094310e+03 3.368399509921989193e+03 1.717408001815438066e-04
2.979411016154350778e-01 7.781196240452972201e-01 1.347343039099097695e+00 5.290309976167648642e-01 7.808035622585232094e-01 1.906855287221565609e+00 2.647182133035318685e+01 3.337461132059285319e+03 3.363932953389638442e+03 1.721824388533203006e-04
3.406503392706887734e-01 7.622230790967372549e-01 1.599752544596335646e+00 2.348474437887075439e+00 7.153001381896588740e-01 1.157977947278575170e+00 2.966583207220991625e+01 3.337471402673730609e+03 3.367137234745940532e+03 1.736123985910391799e-04
3.555641101699416051e-01 7.737800363658280389e-01 1.914220996049404988e-01 -4.790102331665027968e+00 7.107537980786766685e-01 1.428289955254528065e+00 3.103627182205714874e+01 3.337483821156070462e+03 3.368520092978127650e+03 1.754306314666901549e-04
3.936810683268633371e-01 7.211143205974063219e-01 8.620248677541759719e-01 -1.174973775163517864e+00 6.294952862104433722e-01 1.103199020704434208e+00 2.857044657213329231e+01 3.337489485284999319e+03 3.366059931857132597e+03 1.760746110100031405e-04
3.664252357974726593e-01 7.263291609676055804e-01 1.423837953397003808e+00 2.000219309988692018e+00 6.572058492976641242e-01 9.556212730454489712e-01 3.283627474355191111e+01 3.337492495903823965e+03 3.370328770647375677e+03 1.762526452736766741e-04
3.015469051554229285e-01 7.191149002212898766e-01 1.163286217671489098e+00 2.532286813584603280e-01 7.172680352284455108e-01 6.617273228322263501e-01 3.246035764142795443e+01 3.337494222675831679e+03 3.369954580317259570e+03 1.762044946955441678e-04
2.824275131756601720e-01 7.833370433946136302e-01 5.447828300848662764e-01 -6.384211918068434244e-01 8.073387368528377461e-01 2.506116184393378798e+00 3.045032189442315840e+01 3.337500188900757621e+03 3.367950510795180890e+03 1.769047491197814511e-04
3.588645117878348501e-01 7.227285950473003595e-01 7.766138159309088351e-01 2.081697072384650404e+00 6.608008743801095930e-01 7.540491332728145313e-01 3.101768176064211602e+01 3.337501704678518308e+03 3.368519386439160371e+03 1.768191086422112371e-04
3.290440569328692000e-01 7.677356513883492051e-01 4.570732111655431140e-01 -2.826541939524360281e+00 7.330697693006533733e-01 2.065122486100120724e+00 2.796484182035237609e+01 3.337504467570778161e+03 3.365469309391130537e+03 1.769540540394513807e-04
3.188896187657790371e-01 7.345665300756091254e-01 8.045377347276874147e-01 -7.664756582467315837e-01 7.124781873682591860e-01 1.005100095954605699e+00 3.234104236398029997e+01 3.337505606600204374e+03 3.369846648964184624e+03 1.768017673725960257e-04
2.690009487124670473e-01 7.842179504428091752e-01 1.014257749141281195e+00 -1.193750332178775686e+00 8.281719184855556026e-01 2.524478972570078472e+00 2.676779469074034523e+01 3.337506825537795976e+03 3.364274620228536151e+03 1.766637280740425420e-04
3.267137932490585817e-01 7.583396282081247275e-01 3.755419035447813414e-01 -2.632452750987937407e+00 7.266757100966056981e-01 1.008472225315196313e+00 2.976546003947570895e+01 3.337509794598971439e+03 3.367275254638447223e+03 1.768350090114894409e-04
2.610226332588245213e-01 7.445109204784656765e-01 1.508398657034707213e+00 4.310832484283954713e+00 7.981648835004448994e-01 7.292428363036829175e-01 3.076829069909716807e+01 3.337520037760398736e+03 3.368288328459495915e+03 1.782987130228214968e-04
3.272247332520369367e-01 7.623433434277915310e-01 1.241562198518489701e+00 2.537829090499052143e+00 7.299417067681920335e-01 1.335742106395225060e+00 3.149768423782353111e+01 3.337527622378009710e+03 3.369025306615833415e+03 1.792972287246405742e-04
4.302494428242822355e-01 7.395070638916912964e-01 5.189337967244398442e-01 -2.246164908876230992e+00 6.175082950208312660e-01 1.239454842931825507e+00 2.853678356167925756e+01 3.337528977843541270e+03 3.366065761405220655e+03 1.791817027148873013e-04
3.061404934382615517e-01 8.050693794298525718e-01 1.170402766619593748e+00 1.271799322035129798e+00 7.969545365399263170e-01 3.945413384152492764e+00 3.063822417002415577e+01 3.337531283563681427e+03 3.368169507733705359e+03 1.792364905445266194e-04
2.869723728723951872e-01 7.718113893676102899e-01 7.834606682366294095e-01 -1.380585374162235368e+00 7.891358362174363261e-01 2.114958400326071963e+00 2.414769154332601175e+01 3.337533398090366063e+03 3.361681089633691954e+03 1.792570190810731422e-04
3.065971589906968942e-01 7.532921077257033193e-01 1.801756853574710604e+00 3.607158678283528985e+00 7.451436101175396010e-01 1.144438122570921923e+00 2.986071985071878387e+01 3.337535489712704475e+03 3.367396209563423326e+03 1.792734437807697848e-04
3.787980167890951932e-01 7.704197171436175662e-01 1.822017533577335868e+00 2.496996013268333314e+00 6.856210898542659526e-01 1.452818268493510701e+00 3.194078390849091065e+01 3.337538473288846035e+03 3.369479257197337120e+03 1.794498596078731732e-04
3.142121087974506510e-01 7.420414900630611932e-01 9.629673662564179892e-01 -1.724978338418190482e+00 7.250656943662857623e-01 1.360686835710777087e+00 3.124349546271965394e+01 3.337539997589552513e+03 3.368783493052272206e+03 1.793645157370625119e-04
3.616137543042488023e-01 7.337646353952913536e-01 1.984259284036474114e+00 3.457436087927550972e+00 6.683361207255371639e-01 5.469086689865877426e-01 3.116842681070329846e+01 3.337540749331382813e+03 3.368709176142086108e+03 1.791407621950946597e-04
2.914601649976041875e-01 7.478640222300269036e-01 4.181118887088688396e-01 -3.737181530529771756e+00 7.587411965286382509e-01 1.100106274300765463e+00 2.852389390547821790e+01 3.337544955927772207e+03 3.366068849833250624e+03 1.795364899993595251e-04
3.519141019540020787e-01 7.543105036632241633e-01 9.544132968795810967e-01 1.394938050373962568e+00 6.964540166927926101e-01 8.853557367084045060e-01 3.109539929651328194e+01 3.337556779298936362e+03 3.368652178595449641e+03 1.813088345248162279e-04
2.341496912530953156e-01 7.424494650749640101e-01 3.029725938563530008e-01 -3.550094209507801413e+00 8.403897200307548498e-01 1.065032724458481850e+00 3.169371720663064806e+01 3.337559890929458561e+03 3.369253608136089042e+03 1.815104950244437337e-04
3.520374266429979748e-01 7.739339728281824371e-01 6.624175060975732166e-01 -2.183947157370096370e+00 7.144471687276967575e-01 2.213543155984557753e+00 2.621696009132542571e+01 3.337567921168269550e+03 3.363784881259594840e+03 1.826083535036177193e-04
2.489984508310355560e-01 7.894740667295594427e-01 1.690088267486272500e+00 2.120682375380430251e+00 8.665630628483649289e-01 3.700538964290529087e+00 3.074283707840924862e+01 3.337568818878376533e+03 3.368311655956785671e+03 1.824071770589295470e-04
2.628871969466149983e-01 7.559950350779943706e-01 1.040168520246263384e+00 8.690591477372455742e-01 8.075972897630270264e-01 1.313295972831102221e+00 2.975086771003214281e+01 3.337568889249511358e+03 3.367319756959543611e+03 1.820555382801486487e-04
4.090874375709355748e-01 7.633515205236259815e-01 4.145440037109047182e-01 -2.419745288794330484e+00 6.536979616528865167e-01 1.045673085014072301e+00 3.129435987720992429e+01 3.337569973278129964e+03 3.368864333155339864e+03 1.818888569665788396e-04
2.815212742732693396e-01 7.560675302156860678e-01 2.949086863300243166e-01 -4.049663687455232974e+00 7.804868764253960478e-01 1.874165339279851850e+00 2.187537861588299393e+01 3.337574200400561040e+03 3.359449579016444204e+03 1.822943971460898316e-04
3.899896029363866257e-01 7.705839474467115480e-01 9.010299689144760649e-01 -2.274229829358429988e+00 6.758558395843162758e-01 1.753472195552040036e+00 2.978582282390636138e+01 3.337580293698847527e+03 3.367366116522754055e+03 1.830421117550346292e-04
4.130260626890354114e-01 7.632387338914680130e-01 9.909240305348410160e-01 3.892150581099524942e-01 6.504775332880636807e-01 9.357641427999656702e-01 3.133413812374386609e+01 3.337583884527179634e+03 3.368918022650923376e+03 1.833335320707805158e-04
2.731152272520782631e-01 7.844791217581208453e-01 1.572640886238754199e+00 1.109343126371689081e+00 8.221840735275181000e-01 3.497145809885788825e+00 2.995645328044639299e+01 3.337586953745631490e+03 3.367543407026078057e+03 1.835296604995056318e-04
2.799324939047463934e-01 7.587151665427568359e-01 4.934600558805248838e-01 -1.763158806967462411e+00 7.854394964400254198e-01 1.536667992227290114e+00 2.960124600749818313e+01 3.337591325974062329e+03 3.367192571981560377e+03 1.839655515902590007e-04
4.401162620384149182e-01 7.321533435362371778e-01 3.661771504426178936e-01 -3.505161083399807698e+00 6.044758706813186944e-01 1.232207076608526242e+00 2.983586399932399402e+01 3.337592253059053746e+03 3.367428117058377666e+03 1.837682780367067557e-04
2.626899703722810342e-01 7.494163188944376053e-01 3.518427686771650187e-01 -1.791041512198455976e+00 8.008700033285640618e-01 9.227158747533326100e-01 3.122874571697723312e+01 3.337609650371088719e+03 3.368838396088066020e+03 1.866197114265822059e-04
3.716144492720345749e-01 7.624852298706004117e-01 2.664396011236123130e-01 -4.158134152461927968e+00 6.850870633034307211e-01 8.486410872378441494e-01 3.085552539752935175e+01 3.337619892660674395e+03 3.368475418058203559e+03 1.881642416191195378e-04
3.908972941291698477e-01 7.457062965128983256e-01 1.101255907609529849e+00 7.172574442651278304e-01 6.532766047316747038e-01 1.245262770741773162e+00 2.923481948267487240e+01 3.337621000966552401e+03 3.366855820449227394e+03 1.879965314551033755e-04
2.813607890099868447e-01 7.305661929714115654e-01 1.898154063645901779e+00 4.499959083953985584e+00 7.543769535202916598e-01 3.783984048863868188e-01 2.830924157509615924e+01 3.337622993630938709e+03 3.365932235206034875e+03 1.879951523902400939e-04
4.050588618799710883e-01 7.692099420763497397e-01 7.762814054064985925e-01 -1.358596847138456187e+00 6.619824062451206137e-01 1.509018406956657898e+00 3.093295561938515092e+01 3.337640543624059774e+03 3.368573499243444985e+03 1.909413228159816556e-04
3.434857581322938724e-01 7.837791087888759112e-01 1.276932579447251470e+00 -4.071600456000830093e-01 7.324870372189866696e-01 2.635064040627137949e+00 3.245838886344756702e+01 3.337642278401368458e+03 3.370100667264815911e+03 1.908906875595763140e-04
4.130907697184794669e-01 7.511640601416398333e-01 1.366851202284666833e+00 1.331803524438467612e+00 6.401366349705787107e-01 1.119745942160977004e+00 3.161406221100265768e+01 3.337642504574976101e+03 3.369256566785978976e+03 1.905523807574100044e-04
3.353041565226289045e-01 7.488478761038025455e-01 1.304958709706770748e+00 4.586023064212962908e-02 7.083285733135356033e-01 1.389893280241266682e+00 3.065803163466269510e+01 3.337646201343816756e+03 3.368304232978479376e+03 1.908759785572954884e-04
3.789101129744940621e-01 7.295735717370458451e-01 1.421583237598786020e+00 2.638674010415650528e+00 6.491747549421997832e-01 9.492994743777777300e-01 3.033203693304048087e+01 3.337646479846787770e+03 3.367978516779828169e+03 1.905476688005290132e-04
3.629100007798409244e-01 7.423254602334448116e-01 4.474132242023740602e-01 -1.904614935538970322e+00 6.749250003350530935e-01 9.255399371270388587e-01 2.783473716984983071e+01 3.337652396509582104e+03 3.365487133679431736e+03 1.912954431995528401e-04
3.994961575066893200e-01 7.400982721617115345e-01 1.805551104201288837e+00 3.306238739626543577e+00 6.413479552061852607e-01 8.444530946780424152e-01 3.078563436105830320e+01 3.337659033347675177e+03 3.368444667708733505e+03 1.921845088313867491e-04
3.247424814898617340e-01 7.883935770040966240e-01 1.458408100255446982e+00 1.167041620388856948e+00 7.577643200666394074e-01 2.754674215937500836e+00 2.864472118296879444e+01 3.337665314470137218e+03 3.366310035653105842e+03 1.930090379447331928e-04
3.048317807513538646e-01 7.337819441785323749e-01 1.776886653714987219e+00 2.606696192423861191e+00 7.279432559703687966e-01 4.727562110556016162e-01 3.125403788135846028e+01 3.337670246333265823e+03 3.368924284214624095e+03 1.935757443734792535e-04
3.335965578296301581e-01 7.777495849030456876e-01 1.112562806052812547e+00 6.319080696315557688e-01 7.375468881186960646e-01 2.117301061039308596e+00 3.228685259585190437e+01 3.337671654019847665e+03 3.369958506615699662e+03 1.934611208125538865e-04
3.929051071173589316e-01 7.724241407364177414e-01 1.399956863496081283e+00 1.761350966357091430e+00 6.749515962794239154e-01 1.172388252392958741e+00 3.230712975436502177e+01 3.337679213746730966e+03 3.369986343501096144e+03 1.945397073517988811e-04
3.407653340909114759e-01 7.509697730449236275e-01 1.115739231997063818e+00 -1.032296480878173828e+00 7.046206719646246341e-01 1.265708035564888867e+00 3.053757977957541314e+01 3.337683598828304184e+03 3.368221178607879665e+03 1.950042541939097415e-04
3.824803378754548788e-01 7.784873521221860049e-01 1.301654541756033012e+00 2.612122650577575200e-01 6.894577079990552582e-01 1.625868036999163380e+00 2.900660440258814532e+01 3.337700502285739731e+03 3.366707106688327713e+03 1.979322562778424279e-04
3.212958346061094428e-01 7.416545351597779723e-01 1.228023058087989838e+00 -4.937864881693796448e-01 7.166543420127187147e-01 8.621229443732894016e-01 3.190185229118546673e+01 3.337707327282631468e+03 3.369609179573817073e+03 1.988895864995716457e-04
4.825323321780489172e-01 7.415653319582592440e-01 1.214675210286798368e+00 2.607787122143347958e-01 5.847185022832059875e-01 1.334937044275479101e+00 3.314968220385269149e+01 3.337707359757857830e+03 3.370857041961710365e+03 1.984986510246547270e-04
4.132418008012833655e-01 7.575598176139295425e-01 4.804240186662935841e-01 -1.895863955481408070e+00 6.454690687605073585e-01 1.163293550087765027e+00 3.115232347276705482e+01 3.337711698642133342e+03 3.368864022114900308e+03 1.989634597531888334e-04
2.323717734391564926e-01 7.804223192248271879e-01 1.336624515912169464e+00 8.246527474053078066e-01 8.867447427755535960e-01 3.227012566805687932e+00 3.263707193382858662e+01 3.337721268470110317e+03 3.370358340403939110e+03 2.004752938600026639e-04
2.611610810895346191e-01 8.125399845749085026e-01 6.373718975881992321e-01 -2.771443004899097673e+00 8.708656083748392840e-01 7.247770276542093271e+00 3.036239120070319686e+01 3.337730141730205560e+03 3.368092532930908874e+03 2.018579589625356027e-04
3.479970020997890101e-01 7.833712670005407164e-01 1.128968440299881415e+00 -7.362681030988493802e-02 7.273450946398134498e-01 2.047065849514150937e+00 3.218718274005265556e+01 3.337735123870219013e+03 3.369922306610271789e+03 2.024608261293691334e-04
2.462737180002184390e-01 7.683443807041805407e-01 8.133349272718319867e-01 -1.044157856657523809e+00 8.480227695035860158e-01 2.670116546862321361e+00 3.039296222921734270e+01 3.337739522398497229e+03 3.368132484627714348e+03 2.029470169842525530e-04
3.123440544937802210e-01 7.701730420565437996e-01 1.477663139270620540e+00 1.112126074293859901e-01 7.548007426300398226e-01 1.537644276543511879e+00 3.113849906280156787e+01 3.337739523647645910e+03 3.368878022710447567e+03 2.025417815785081690e-04
4.338961719982556975e-01 7.370131741411146686e-01 9.706967122234280154e-01 -1.386265344343078354e+00 6.128341652058119093e-01 1.398583460867628858e+00 3.147133632455066632e+01 3.337740150464977887e+03 3.369211486789528408e+03 2.022638455866207410e-04
4.280522095982527420e-01 7.537190966346259957e-01 1.611880793428199787e+00 2.171927022193941070e+00 6.309889802526758018e-01 7.881484129082174661e-01 2.984161247616912149e+01 3.337746015507187622e+03 3.367587627983356924e+03 2.030471166000124238e-04
3.131754293159348390e-01 7.411194922290759157e-01 9.426318266580624439e-01 -1.150215302395237948e+00 7.253623712528604051e-01 1.032544489529664267e+00 3.174999143025587145e+01 3.337748754104391992e+03 3.369498745534647696e+03 2.031971420300596285e-04
4.346440640157724911e-01 7.588048906813448236e-01 8.471190117955842425e-01 -4.454360456007320224e-01 6.304111303504799091e-01 1.437977082047271038e+00 3.059879390945378574e+01 3.337762409148970619e+03 3.368361203058424508e+03 2.055792687092797397e-04
3.122510590091926996e-01 7.699446844567495729e-01 2.932542539247071645e-01 -1.681762285206489071e+00 7.546892996867011760e-01 7.840790594055454532e-01 2.685054695921980894e+01 3.337769295824220080e+03 3.364619842783439708e+03 2.065863264114574643e-04
3.448196911917412733e-01 7.775152270120186948e-01 8.400877119100176316e-01 9.523644740893910665e-01 7.252262264609421472e-01 1.688759054455336361e+00 2.958888868726754851e+01 3.337774406728667145e+03 3.367363295415934772e+03 2.072299974133887427e-04
1.961081899651931915e-01 7.665912038056397204e-01 1.065675424233267776e+00 1.542027100190849431e+00 9.481490044887628255e-01 2.039080792078957760e+00 3.268947602210970871e+01 3.337781748679822613e+03 3.370471224701932442e+03 2.083399720130168272e-04
4.535745750657881326e-01 7.541084566752523921e-01 5.705800537168270736e-01 -2.617261665340124832e+00 6.132959365354869741e-01 1.317108558961619824e+00 3.093967008622507464e+01 3.337794686133987398e+03 3.368734356220212248e+03 2.106311881020199591e-04
3.818691237015007234e-01 7.224721431634175683e-01 1.318741029077152405e+00 2.972072408274872402e+00 6.403603914460453961e-01 8.210782848549113000e-01 2.939357258585502564e+01 3.337797725871282182e+03 3.367191298457137236e+03 2.108503030950198149e-04
